tytul;wydawca;date;naklad
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2020-04-01;175736
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2020-04-01;7445
Gazeta Krakowska;Polska Press Sp. z o.o.;2020-04-01;7485
Gazeta Lubuska;Polska Press Sp. z o.o.;2020-04-01;9643
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2020-04-01;5474
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2020-04-01;21661
Gazeta Polska Codziennie;Forum SA;2020-04-01;10384
Gazeta Pomorska;Polska Press Sp. z o.o.;2020-04-01;22597
Gazeta Wrocławska;Polska Press Sp. z o.o.;2020-04-01;7179
Gazeta Współczesna;Polska Press Sp. z o.o.;2020-04-01;3009
Gazeta Wyborcza;Agora SA;2020-04-01;67116
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2020-04-01;10284
Głos Wielkopolski;Polska Press Sp. z o.o.;2020-04-01;14866
Kurier Lubelski;Polska Press Sp. z o.o.;2020-04-01;2314
Kurier Poranny;Polska Press Sp. z o.o.;2020-04-01;2584
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2020-04-01;5164
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2020-04-01;7389
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2020-04-01;6220
Parkiet Gazeta Giełdy;Gremi Media SA;2020-04-01;3964
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2020-04-01;2340
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2020-04-01;9231
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2020-04-01;9426
Rzeczpospolita;Gremi Media SA;2020-04-01;37373
Sport;WHIZZ S.A.;2020-04-01;2083
Super Express;TIME SA;2020-04-01;93477
Super Nowości;Gravamen Media Sp. z o.o.;2020-04-01;3909
Dziennik Bałtycki;Polska Press Sp. z o.o.;2020-05-01;9467
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2020-05-01;31096
Dziennik Łódzki;Polska Press Sp. z o.o.;2020-05-01;8780
Dziennik Polski;Polska Press Sp. z o.o.;2020-05-01;7486
Dziennik Wschodni;Corner Media Sp. z o.o.;2020-05-01;2998
Dziennik Zachodni;Polska Press Sp. z o.o.;2020-05-01;15333
Echo Dnia;Polska Press Sp. z o.o.;2020-05-01;7832
Express Bydgoski;Polska Press Sp. z o.o.;2020-05-01;4985
Express Ilustrowany;Polska Press Sp. z o.o.;2020-05-01;10675
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2020-05-01;177472
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2020-05-01;7196
Gazeta Krakowska;Polska Press Sp. z o.o.;2020-05-01;7071
Gazeta Lubuska;Polska Press Sp. z o.o.;2020-05-01;9900
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2020-05-01;4942
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2020-05-01;22130
Gazeta Polska Codziennie;Forum SA;2020-05-01;11075
Gazeta Pomorska;Polska Press Sp. z o.o.;2020-05-01;21641
Gazeta Wrocławska;Polska Press Sp. z o.o.;2020-05-01;6753
Gazeta Współczesna;Polska Press Sp. z o.o.;2020-05-01;2769
Gazeta Wyborcza;Agora SA;2020-05-01;65570
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2020-05-01;9849
Głos Wielkopolski;Polska Press Sp. z o.o.;2020-05-01;14220
Kurier Lubelski;Polska Press Sp. z o.o.;2020-05-01;2123
Kurier Poranny;Polska Press Sp. z o.o.;2020-05-01;2485
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2020-05-01;4844
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2020-05-01;7058
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2020-05-01;5991
Parkiet Gazeta Giełdy;Gremi Media SA;2020-05-01;4033
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2020-05-01;2343
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2020-05-01;10230
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2020-05-01;9378
Rzeczpospolita;Gremi Media SA;2020-05-01;39770
Sport;WHIZZ S.A.;2020-05-01;2378
Super Express;TIME SA;2020-05-01;87625
Super Nowości;Gravamen Media Sp. z o.o.;2020-05-01;3642
Dziennik Bałtycki;Polska Press Sp. z o.o.;2020-06-01;9895
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2020-06-01;31341
Dziennik Łódzki;Polska Press Sp. z o.o.;2020-06-01;9241
Dziennik Polski;Polska Press Sp. z o.o.;2020-06-01;7714
Dziennik Wschodni;Corner Media Sp. z o.o.;2020-06-01;3140
Dziennik Zachodni;Polska Press Sp. z o.o.;2020-06-01;16016
Echo Dnia;Polska Press Sp. z o.o.;2020-06-01;8516
Express Bydgoski;Polska Press Sp. z o.o.;2020-06-01;4933
Express Ilustrowany;Polska Press Sp. z o.o.;2020-06-01;10410
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2020-06-01;178150
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2020-06-01;7909
Gazeta Krakowska;Polska Press Sp. z o.o.;2020-06-01;7738
Gazeta Lubuska;Polska Press Sp. z o.o.;2020-06-01;9925
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2020-06-01;4966
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2020-06-01;22269
Gazeta Polska Codziennie;Forum SA;2020-06-01;11525
Gazeta Pomorska;Polska Press Sp. z o.o.;2020-06-01;22150
Gazeta Wrocławska;Polska Press Sp. z o.o.;2020-06-01;7395
Gazeta Współczesna;Polska Press Sp. z o.o.;2020-06-01;2624
Gazeta Wyborcza;Agora SA;2020-06-01;66757
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2020-06-01;10601
Głos Wielkopolski;Polska Press Sp. z o.o.;2020-06-01;15072
Kurier Lubelski;Polska Press Sp. z o.o.;2020-06-01;2552
Kurier Poranny;Polska Press Sp. z o.o.;2020-06-01;2988
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2020-06-01;4898
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2020-06-01;7504
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2020-06-01;5968
Parkiet Gazeta Giełdy;Gremi Media SA;2020-06-01;4040
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2020-06-01;1838
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2020-06-01;14673
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2020-06-01;9549
Rzeczpospolita;Gremi Media SA;2020-06-01;40262
Sport;WHIZZ S.A.;2020-06-01;3484
Super Express;TIME SA;2020-06-01;89964
Super Nowości;Gravamen Media Sp. z o.o.;2020-06-01;3635
Dziennik Bałtycki;Polska Press Sp. z o.o.;2020-07-01;9906
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2020-07-01;30642
Dziennik Łódzki;Polska Press Sp. z o.o.;2020-07-01;9179
Dziennik Polski;Polska Press Sp. z o.o.;2020-07-01;7785
Dziennik Wschodni;Corner Media Sp. z o.o.;2020-07-01;3140
Dziennik Zachodni;Polska Press Sp. z o.o.;2020-07-01;16067
Echo Dnia;Polska Press Sp. z o.o.;2020-07-01;8498
Express Bydgoski;Polska Press Sp. z o.o.;2020-07-01;4979
Express Ilustrowany;Polska Press Sp. z o.o.;2020-07-01;10584
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2020-07-01;173348
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2020-07-01;7858
Gazeta Krakowska;Polska Press Sp. z o.o.;2020-07-01;7536
Gazeta Lubuska;Polska Press Sp. z o.o.;2020-07-01;9351
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2020-07-01;5121
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2020-07-01;21660
Gazeta Polska Codziennie;Forum SA;2020-07-01;12462
Gazeta Pomorska;Polska Press Sp. z o.o.;2020-07-01;21222
Gazeta Wrocławska;Polska Press Sp. z o.o.;2020-07-01;7014
Gazeta Współczesna;Polska Press Sp. z o.o.;2020-07-01;2693
Gazeta Wyborcza;Agora SA;2020-07-01;66625
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2020-07-01;9934
Głos Wielkopolski;Polska Press Sp. z o.o.;2020-07-01;14634
Kurier Lubelski;Polska Press Sp. z o.o.;2020-07-01;2212
Kurier Poranny;Polska Press Sp. z o.o.;2020-07-01;2627
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2020-07-01;5045
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2020-07-01;6737
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2020-07-01;5982
Parkiet Gazeta Giełdy;Gremi Media SA;2020-07-01;4256
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2020-07-01;1959
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2020-07-01;14846
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2020-07-01;9952
Rzeczpospolita;Gremi Media SA;2020-07-01;40344
Sport;WHIZZ S.A.;2020-07-01;3302
Super Express;TIME SA;2020-07-01;94458
Super Nowości;Gravamen Media Sp. z o.o.;2020-07-01;3712
Dziennik Bałtycki;Polska Press Sp. z o.o.;2020-09-01;8839
Dziennik Gazeta Prawna;Infor Biznes Sp. z o.o.;2020-09-01;32377
Dziennik Łódzki;Polska Press Sp. z o.o.;2020-09-01;8558
Dziennik Polski;Polska Press Sp. z o.o.;2020-09-01;7593
Dziennik Wschodni;Corner Media Sp. z o.o.;2020-09-01;3047
Dziennik Zachodni;Polska Press Sp. z o.o.;2020-09-01;14418
Echo Dnia;Polska Press Sp. z o.o.;2020-09-01;7796
Express Bydgoski;Polska Press Sp. z o.o.;2020-09-01;4724
Express Ilustrowany;Polska Press Sp. z o.o.;2020-09-01;9896
Fakt Gazeta Codzienna;Ringier Axel Springer Polska Sp. z o.o.;2020-09-01;165715
Gazeta Codzienna Nowiny;Polska Press Sp. z o.o.;2020-09-01;7691
Gazeta Krakowska;Polska Press Sp. z o.o.;2020-09-01;7020
Gazeta Lubuska;Polska Press Sp. z o.o.;2020-09-01;9245
Gazeta Olsztyńska / Dziennik Elbląski;Grupa WM Sp. z o.o. ;2020-09-01;4772
Gazeta Podatkowa;Wydawnictwo Podatkowe "Gofin" Sp. z o.o.;2020-09-01;22245
Gazeta Polska Codziennie;Forum SA;2020-09-01;12799
Gazeta Pomorska;Polska Press Sp. z o.o.;2020-09-01;20405
Gazeta Wrocławska;Polska Press Sp. z o.o.;2020-09-01;6403
Gazeta Współczesna;Polska Press Sp. z o.o.;2020-09-01;2532
Gazeta Wyborcza;Agora SA;2020-09-01;61867
Głos - Dziennik Pomorza;Polska Press Sp. z o.o.;2020-09-01;9464
Głos Wielkopolski;Polska Press Sp. z o.o.;2020-09-01;13854
Kurier Lubelski;Polska Press Sp. z o.o.;2020-09-01;1897
Kurier Poranny;Polska Press Sp. z o.o.;2020-09-01;2466
Kurier Szczeciński;"Kurier Szczeciński" Sp. z o.o.;2020-09-01;4688
Nowa Trybuna Opolska;"Pro Media" Sp. z o.o.;2020-09-01;6805
Nowości - Dziennik Toruński;Polska Press Sp. z o.o.;2020-09-01;5721
Parkiet Gazeta Giełdy;Gremi Media SA;2020-09-01;4045
Polska Metropolia Warszawska;Polska Press Sp. z o.o.;2020-09-01;1857
Przegląd Sportowy;Ringier Axel Springer Polska Sp. z o.o.;2020-09-01;16825
Puls Biznesu;"Bonnier Business (Polska)" Sp. z o.o.;2020-09-01;10588
Rzeczpospolita;Gremi Media SA;2020-09-01;40730
Sport;WHIZZ S.A.;2020-09-01;3606
Super Express;TIME SA;2020-09-01;90901
Super Nowości;Gravamen Media Sp. z o.o.;2020-09-01;3597
