teryt;exteryt;bb;center
261201;2;50.599685,21.140501 50.704921,21.417436;50.652303,21.2789685
260705;3;50.915526,21.196209 51.040454,21.420351;50.97799,21.30828
260805;2;50.328727,20.488143 50.449867,20.651518;50.389297,20.5698305
260901;1;50.641590,21.700374 50.717569,21.793821;50.6795795,21.7470975
260902;2;50.680046,21.705306 50.808559,21.846216;50.7443025,21.775761
260909;3;50.767967,21.708982 50.880872,21.869030;50.8244195,21.789006
260702;2;50.976662,21.450605 51.065312,21.687214;51.020987,21.5689095
260801;3;50.333323,20.260627 50.472418,20.468695;50.4028705,20.364661
260907;2;50.600075,21.513273 50.698642,21.736619;50.6493585,21.624946
261206;2;50.458084,21.110495 50.555927,21.369657;50.5070055,21.240076
261208;2;50.536784,20.874064 50.674553,21.095222;50.6056685,20.984643
261302;2;50.819519,19.984048 50.990207,20.249664;50.904863,20.116856
266101;1;50.793298,20.510522 50.915082,20.720364;50.85419,20.615443
261301;2;50.894748,19.827670 51.048310,20.021231;50.971529,19.9244505
261304;2;50.661924,19.847392 50.752649,20.101595;50.7072865,19.9744935
261303;2;50.615810,19.828373 50.696268,20.031649;50.656039,19.930011
261305;2;50.701261,19.704304 50.851518,19.976222;50.7763895,19.840263
261306;3;50.721703,19.747071 50.929841,20.120507;50.825772,19.933789
280704;3;53.518523,19.127792 53.675123,19.400463;53.596823,19.2641275
280606;2;53.858777,21.664596 54.002729,21.984381;53.930753,21.8244885
280608;3;53.854607,21.429664 54.063369,21.719957;53.958988,21.5748105
281407;2;53.760291,20.122161 53.889881,20.410772;53.825086,20.2664665
281405;2;53.654888,20.110319 53.793661,20.413900;53.7242745,20.2621095
280905;3;54.052197,19.943682 54.202310,20.332704;54.1272535,20.138193
280904;2;53.982913,20.116641 54.137419,20.375709;54.060166,20.246175
281202;2;53.385056,19.189290 53.569373,19.497429;53.4772145,19.3433595
281201;1;53.406307,19.549115 53.444255,19.618646;53.425281,19.5838805
281406;3;53.906557,20.545958 54.073997,20.906433;53.990277,20.7261955
281409;3;53.453730,20.111772 53.694107,20.604706;53.5739185,20.358239
281306;2;53.888789,22.489724 54.052792,22.723744;53.9707905,22.606734
281303;2;54.078446,22.110155 54.215062,22.561866;54.146754,22.3360105
281304;3;53.887526,22.323923 54.150651,22.636100;54.0190885,22.4800115
281102;2;53.251512,20.528638 53.434036,20.817039;53.342774,20.6728385
281001;1;53.841987,21.263887 53.894876,21.333898;53.8684315,21.2988925
281005;2;53.715552,21.051370 53.959536,21.242403;53.837544,21.1468865
281203;2;53.302471,19.658276 53.467023,19.904018;53.384747,19.781147
281205;2;53.378318,19.444568 53.544615,19.729253;53.4614665,19.5869105
281403;3;53.890639,20.276245 54.103764,20.581407;53.9972015,20.428826
281104;3;53.287331,20.294799 53.530698,20.690461;53.4090145,20.49263
281103;2;53.215830,20.180119 53.475480,20.435696;53.345655,20.3079075
281402;3;53.751124,20.812550 53.968277,21.122931;53.8597005,20.9677405
281408;2;53.920867,20.816155 54.058965,21.127727;53.989916,20.971941
281003;2;53.764102,21.178266 53.995792,21.490334;53.879947,21.3343
281002;3;53.722339,21.404677 53.895222,21.743789;53.8087805,21.574233
280902;2;54.009792,20.625770 54.213886,20.817053;54.111839,20.7214115
281004;2;53.625476,21.161178 53.814359,21.522328;53.7199175,21.341753
281305;2;53.928806,22.149802 54.116585,22.446101;54.0226955,22.2979515
281401;3;53.750125,20.525815 53.939659,20.898522;53.844892,20.7121685
281404;2;53.806539,20.329223 53.944758,20.624122;53.8756485,20.4766725
281101;2;53.214165,20.382791 53.348635,20.631884;53.2814,20.5073375
281204;2;53.330453,19.380423 53.462386,19.674728;53.3964195,19.5275755
281705;2;53.394819,21.134484 53.553840,21.551690;53.4743295,21.343087
280104;3;54.022853,20.780646 54.168752,21.110771;54.0958025,20.9457085
281602;3;53.712115,21.687493 53.902604,22.193523;53.8073595,21.940508
281503;2;53.441727,19.989702 53.619762,20.272394;53.5307445,20.131048
281901;2;54.202314,21.693949 54.333711,21.987784;54.2680125,21.8408665
281903;3;54.080842,21.531085 54.329703,21.878849;54.2052725,21.704967
281504;2;53.712602,19.927054 53.891403,20.182606;53.8020025,20.05483
281507;3;53.674561,19.700191 53.847562,19.936040;53.7610615,19.8181155
281502;2;53.378487,19.895941 53.540568,20.230097;53.4595275,20.063019
281501;1;53.680947,19.905825 53.724614,20.000154;53.7027805,19.9529895
281704;3;53.572517,20.688004 53.719045,20.921999;53.645781,20.8050015
281707;2;53.474424,21.110166 53.704235,21.443641;53.5893295,21.2769035
281706;2;53.430530,20.858072 53.664248,21.209436;53.547389,21.033754
281708;2;53.292661,20.748922 53.480453,21.181223;53.386557,20.9650725
281505;2;53.810566,19.555915 53.972368,19.877903;53.891467,19.716909
281411;2;53.552078,20.308370 53.757213,20.558929;53.6546455,20.4336495
281410;2;53.543794,20.484457 53.785672,20.863800;53.664733,20.6741285
281604;3;53.525627,21.408824 53.765317,21.747223;53.645472,21.5780235
286101;1;54.134417,19.359052 54.263204,19.509770;54.1988105,19.434411
286201;1;53.724125,20.366490 53.828985,20.566645;53.776555,20.4665675
281412;2;53.862632,20.106628 54.006611,20.357584;53.9346215,20.232106
281601;3;53.495697,21.906033 53.758429,22.305639;53.627063,22.105836
281603;3;53.458916,21.449513 53.810264,21.977125;53.63459,21.713319
281506;3;53.902163,19.977308 54.078973,20.207624;53.990568,20.092466
281802;2;54.235739,22.432810 54.363324,22.806145;54.2995315,22.6194775
281801;2;54.170297,21.938005 54.337414,22.160929;54.2538555,22.049467
281509;2;53.507924,19.738182 53.769870,20.149159;53.638897,19.9436705
281702;2;53.621702,20.830876 53.791240,21.179847;53.706471,21.0053615
281703;2;53.414020,20.589414 53.620228,20.917051;53.517124,20.7532325
281701;1;53.546688,20.959860 53.580585,21.035926;53.5636365,20.997893
281803;3;54.157596,22.120329 54.349493,22.531410;54.2535445,22.3258695
281902;2;54.087146,21.696380 54.220228,22.026140;54.153687,21.86126
280205;3;54.162470,19.998384 54.343026,20.393591;54.252748,20.1959875
280206;2;54.175787,19.747690 54.323419,20.053422;54.249603,19.900556
280306;2;53.297321,19.829481 53.438533,20.068776;53.367927,19.9491285
280304;3;53.140993,19.682215 53.354320,19.997983;53.2476565,19.840099
280305;2;53.143915,19.905658 53.330373,20.123587;53.237144,20.0146225
280203;3;54.259314,19.619138 54.453267,19.783724;54.3562905,19.701431
280102;1;54.275032,20.472511 54.301984,20.504099;54.288508,20.488305
280101;1;54.234776,20.768664 54.276841,20.852106;54.2558085,20.810385
280103;2;54.114818,20.570589 54.371487,21.030163;54.2431525,20.800376
280106;3;54.170786,20.855215 54.358334,21.220547;54.26456,21.037881
280204;2;54.256517,20.050342 54.418610,20.335359;54.3375635,20.1928505
280105;2;54.185901,20.261737 54.402202,20.686362;54.2940515,20.4740495
280301;1;53.215632,20.146292 53.264696,20.215343;53.240164,20.1808175
280302;2;53.142005,20.017753 53.435602,20.286081;53.2888035,20.151917
280207;2;54.102360,19.720222 54.251248,19.979061;54.176804,19.8496415
280202;2;54.292068,19.648736 54.453267,20.114426;54.3726675,19.881581
280201;1;54.354903,19.791592 54.404045,19.849447;54.379474,19.8205195
280303;2;53.139118,20.194753 53.237967,20.414261;53.1885425,20.304507
280601;1;54.016314,21.729137 54.055614,21.809621;54.035964,21.769379
280605;2;54.001243,21.887388 54.181549,22.214158;54.091396,22.050773
280409;3;54.219555,19.253432 54.392243,19.648298;54.305899,19.450865
280408;2;53.926285,19.365785 54.050812,19.618879;53.9885485,19.492332
280403;2;54.040393,19.217284 54.156550,19.381223;54.0984715,19.2992535
280401;2;54.033764,19.246319 54.283898,19.589981;54.158831,19.41815
280402;2;54.011920,19.757036 54.133751,20.058202;54.0728355,19.907619
280405;2;54.133454,19.463486 54.270445,19.644504;54.2019495,19.553995
280404;2;53.984658,19.258035 54.111837,19.524604;54.0482475,19.3913195
280406;3;54.126289,19.571514 54.277525,19.814299;54.201907,19.6929065
280501;1;53.790145,22.313014 53.857709,22.407002;53.823927,22.360008
280502;2;53.703456,22.116857 53.954731,22.546863;53.8290935,22.33186
280505;2;53.821589,22.023853 54.006704,22.320758;53.9141465,22.1723055
280503;2;53.747578,22.484474 53.952856,22.785437;53.850217,22.6349555
280407;3;53.941150,19.552067 54.147536,19.832619;54.044343,19.692343
280705;2;53.433303,19.603833 53.617247,19.948071;53.525275,19.775952
280706;3;53.629011,19.213310 53.815489,19.528462;53.72225,19.370886
280707;3;53.710069,19.471882 53.916676,19.768080;53.8133725,19.619981
280504;2;53.626759,22.174708 53.779857,22.626494;53.703308,22.400601
280903;2;53.998430,20.304661 54.228710,20.709143;54.11357,20.506902
280901;1;54.110328,20.526674 54.151234,20.608191;54.130781,20.5674325
280806;2;54.121858,21.396309 54.325210,21.602312;54.223534,21.4993105
280804;3;54.074678,21.022045 54.285493,21.307325;54.1800855,21.164685
280610;2;53.858991,21.886342 54.079103,22.196878;53.969047,22.04161
280702;1;53.476311,19.710648 53.524704,19.799173;53.5005075,19.7549105
280802;2;54.115520,21.162256 54.334816,21.448260;54.225168,21.305258
280801;1;54.061233,21.344869 54.103405,21.405275;54.082319,21.375072
280803;2;53.959365,21.246937 54.143311,21.564768;54.051338,21.4058525
280701;1;53.563696,19.508257 53.628305,19.610691;53.5960005,19.559474
280703;2;53.501987,19.352822 53.772999,19.808642;53.637493,19.580732
280805;3;53.938188,21.070560 54.101659,21.311193;54.0199235,21.1908765
280604;2;53.933324,21.557780 54.116987,21.956991;54.0251555,21.7573855
301803;3;51.429145,17.978167 51.544339,18.223751;51.486742,18.100959
301705;2;51.479269,17.705358 51.624215,17.952027;51.551742,17.8286925
301904;3;53.209650,17.141975 53.363828,17.438793;53.286739,17.290384
301708;2;51.399492,17.512299 51.556320,17.800594;51.477906,17.6564465
301706;3;51.656900,17.609920 51.816052,17.829495;51.736476,17.7197075
301901;1;53.066565,16.663371 53.203387,16.856970;53.134976,16.7601705
301905;2;53.058286,16.946978 53.152680,17.088743;53.105483,17.0178605
301804;2;51.293083,17.704280 51.443288,17.923945;51.3681855,17.8141125
302005;2;51.759661,17.826906 51.908448,18.042968;51.8340545,17.934937
302004;2;52.001274,17.696948 52.090851,17.979745;52.0460625,17.8383465
301909;3;53.142298,16.948887 53.240620,17.187916;53.191459,17.0684015
301907;3;52.951726,16.607643 53.114423,16.812412;53.0330745,16.7100275
302001;3;51.915735,17.798231 52.037417,17.979965;51.976576,17.889098
302002;2;51.921177,17.691452 52.045754,17.871912;51.9834655,17.781682
301908;3;53.077430,17.169965 53.223303,17.392802;53.1503665,17.2813835
302406;3;52.449125,16.186035 52.648802,16.441011;52.5489635,16.313523
302106;2;52.275891,17.049337 52.377242,17.241292;52.3265665,17.1453145
302105;2;52.298320,16.608239 52.417557,16.810985;52.3579385,16.709612
302114;3;52.170027,16.541731 52.352827,16.811449;52.261427,16.67659
302111;3;52.512977,16.893745 52.680571,17.187340;52.596774,17.0405425
302204;2;51.545196,16.976641 51.653936,17.122585;51.599566,17.049613
302104;2;52.439292,16.952688 52.566836,17.132008;52.503064,17.042348
302117;2;52.392735,16.553719 52.505762,16.804836;52.4492485,16.6792775
302202;3;51.565318,17.078318 51.705189,17.260394;51.6352535,17.169356
302101;1;52.314428,16.836439 52.359023,16.909369;52.3367255,16.872904
302107;2;52.275206,16.731303 52.378090,16.909421;52.326648,16.820362
302110;3;52.167356,16.732171 52.333879,17.019608;52.2506175,16.8758895
302408;3;52.639900,16.013770 52.794057,16.455369;52.7169785,16.2345695
302404;2;52.629347,16.434884 52.759570,16.650729;52.6944585,16.5428065
302402;2;52.373753,16.297812 52.518719,16.600481;52.446236,16.4491465
302103;3;52.269888,16.452903 52.413675,16.629099;52.3417815,16.541001
302116;3;52.357870,17.005787 52.507317,17.208995;52.4325935,17.107391
302203;3;51.620396,16.863063 51.719714,17.103816;51.670055,16.9834395
302401;1;52.693227,16.508893 52.710772,16.552028;52.7019995,16.5304605
302405;3;52.581171,16.336837 52.680145,16.525527;52.630658,16.431182
302112;3;52.409961,17.115060 52.553127,17.397730;52.481544,17.256395
302108;3;52.311748,17.117626 52.449488,17.375180;52.380618,17.246403
302205;3;51.543576,16.766065 51.678902,17.011583;51.611239,16.888824
302006;3;51.788922,17.667782 51.965901,17.945393;51.8774115,17.8065875
302102;1;52.250215,16.812990 52.305012,16.890596;52.2776135,16.851793
302109;3;52.152025,16.925038 52.342072,17.197701;52.2470485,17.0613695
302113;2;52.459743,16.639956 52.574497,16.827463;52.51712,16.7337095
302115;2;52.465235,16.780104 52.599779,16.970470;52.532507,16.875287
302201;3;51.640987,16.638585 51.746425,16.887044;51.693706,16.7628145
302403;2;52.436508,16.445186 52.562382,16.652501;52.499445,16.5488435
302308;3;52.073389,17.766597 52.196752,18.032889;52.1350705,17.899743
302505;2;52.099119,17.091183 52.226479,17.279671;52.162799,17.185427
302304;2;52.309436,17.935806 52.446974,18.089771;52.378205,18.0127885
302602;3;51.925012,16.976610 52.050797,17.188619;51.9879045,17.0826145
302604;3;51.991339,16.868741 52.183803,17.143035;52.087571,17.005888
302708;2;51.944176,18.390743 52.072704,18.618018;52.00844,18.5043805
302407;3;52.518012,16.363259 52.667219,16.740736;52.5926155,16.5519975
302503;2;52.010623,17.271947 52.124493,17.522832;52.067558,17.3973895
302501;2;52.233390,17.276716 52.349722,17.488139;52.291556,17.3824275
302504;3;52.162120,17.111418 52.318416,17.473171;52.240268,17.2922945
302502;2;52.087591,17.229920 52.176782,17.470446;52.1321865,17.350183
302303;2;52.461696,17.906065 52.555034,18.133490;52.508365,18.0197775
302301;1;52.272167,17.833616 52.309388,17.903677;52.2907775,17.8686465
302702;2;52.035300,18.497634 52.136581,18.722482;52.0859405,18.610058
302603;3;51.972338,17.083838 52.109675,17.326815;52.0410065,17.2053265
302701;1;51.993171,18.464648 52.039355,18.558396;52.016263,18.511522
302706;2;51.941157,18.542017 52.049986,18.741744;51.9955715,18.6418805
302705;2;51.887555,18.295580 52.024799,18.481889;51.956177,18.3887345
302302;2;52.179073,17.740740 52.248579,18.030244;52.213826,17.885492
302307;2;52.247201,17.683431 52.387939,17.899641;52.31757,17.791536
302305;2;52.365535,17.850402 52.487489,18.051769;52.426512,17.9510855
302704;2;51.834193,18.412967 51.961065,18.594860;51.897629,18.5039135
302703;3;51.820786,18.561771 51.955126,18.767948;51.887956,18.6648595
302601;2;52.097804,16.790251 52.198006,16.993531;52.147905,16.891891
302802;2;52.783817,17.346639 52.904149,17.527148;52.843983,17.4368935
302709;2;52.058330,18.329341 52.170828,18.526704;52.114579,18.4280225
302804;2;52.670845,17.201054 52.805854,17.458883;52.7383495,17.3299685
302801;1;52.786908,17.158300 52.837600,17.236927;52.812254,17.1976135
302707;3;51.981305,18.218214 52.125458,18.444185;52.0533815,18.3311995
302806;2;52.875733,17.405390 52.958205,17.528441;52.916969,17.4669155
302803;3;52.884833,17.174328 53.084018,17.444864;52.9844255,17.309596
302805;3;52.566791,17.031057 52.745926,17.342544;52.6563585,17.1868005
303003;3;52.269661,17.346785 52.418775,17.504461;52.344218,17.425623
303103;3;53.169343,16.779738 53.334423,17.091092;53.251883,16.935415
303106;2;53.243561,16.752818 53.408316,16.976840;53.3259385,16.864829
303004;3;52.063050,17.643329 52.222832,17.833598;52.142941,17.7384635
303005;3;52.245794,17.468853 52.413180,17.743332;52.329487,17.6060925
303101;1;53.340493,17.005995 53.377923,17.084266;53.359208,17.0451305
302807;2;52.723630,17.002682 52.934509,17.383206;52.8290695,17.192944
303104;2;53.419335,17.015388 53.542727,17.394055;53.481031,17.2047215
303002;3;52.111752,17.425898 52.268280,17.617838;52.190016,17.521868
302902;2;52.065023,15.833296 52.246664,16.107487;52.1558435,15.9703915
302901;2;51.929183,16.107920 52.084089,16.465749;52.006636,16.2868345
302903;3;51.977158,15.964344 52.176153,16.284513;52.0766555,16.1244285
303108;2;53.238541,16.865959 53.510279,17.265773;53.37441,17.065866
303102;3;53.281884,16.436241 53.488475,16.892600;53.3851795,16.6644205
303001;2;52.141675,17.555009 52.292169,17.781788;52.216922,17.6683985
300503;2;52.082020,16.383019 52.218878,16.602994;52.150449,16.4930065
306401;1;52.291925,16.731588 52.509328,17.071492;52.4006265,16.90154
301007;3;51.982313,18.069321 52.148798,18.229288;52.0655555,18.1493045
306201;1;52.182453,18.192607 52.329988,18.332695;52.2562205,18.262651
300304;2;52.534354,17.150624 52.643900,17.415830;52.589127,17.283227
301014;2;52.408481,18.071544 52.509508,18.272102;52.4589945,18.171823
301101;1;52.067676,16.618650 52.099247,16.680265;52.0834615,16.6494575
301008;2;52.074408,17.968586 52.214883,18.192023;52.1446455,18.0803045
301010;3;52.294991,18.403632 52.419584,18.629458;52.3572875,18.516545
301012;3;52.293894,18.220446 52.435407,18.447911;52.3646505,18.3341785
300601;3;51.873507,17.186391 52.021985,17.443771;51.947746,17.315081
306301;1;51.806660,16.527728 51.881495,16.624136;51.8440775,16.575932
300602;3;51.873397,17.384545 52.055022,17.633459;51.9642095,17.509002
300301;1;52.483038,17.547818 52.566770,17.658837;52.524904,17.6033275
300307;2;52.608580,17.427686 52.738948,17.647700;52.673764,17.537693
300904;3;52.060927,18.682422 52.166278,18.949772;52.1136025,18.816097
300401;3;51.848159,17.109431 51.968922,17.336786;51.9085405,17.2231085
300402;3;51.818975,16.860926 51.980203,17.072930;51.899589,16.966928
301005;2;52.206433,18.277949 52.323772,18.536496;52.2651025,18.4072225
301004;3;52.339345,18.025616 52.473345,18.244440;52.406345,18.135028
301006;2;52.122774,18.283044 52.229661,18.467218;52.1762175,18.375131
300701;2;51.775882,17.934043 52.001068,18.094297;51.888475,18.01417
300705;2;51.735914,18.225397 51.848365,18.432236;51.7921395,18.3288165
300703;2;51.800280,18.194648 51.930001,18.416375;51.8651405,18.3055115
300702;2;51.532877,18.158334 51.647832,18.378614;51.5903545,18.268474
300704;2;51.586815,18.074368 51.719551,18.256799;51.653183,18.1655835
300707;2;51.874973,18.164719 52.045533,18.332005;51.960253,18.248362
300305;3;52.543888,17.312424 52.690470,17.532409;52.617179,17.4224165
301013;2;52.384886,18.341316 52.504773,18.657677;52.4448295,18.4994965
301011;2;52.093318,18.135157 52.222595,18.313966;52.1579565,18.2245615
300706;2;51.791669,18.291126 51.890932,18.481647;51.8413005,18.3863865
300708;3;51.685374,18.127923 51.804254,18.322840;51.744814,18.2253815
300711;2;51.762882,18.066061 51.910070,18.242977;51.836476,18.154519
300709;3;51.868776,18.060024 51.986100,18.211382;51.927438,18.135703
300710;2;51.613476,18.234951 51.754150,18.423483;51.683813,18.329217
300903;2;52.200114,18.935999 52.306897,19.105000;52.2535055,19.0204995
300303;2;52.484711,17.497394 52.652880,17.762902;52.5687955,17.630148
300302;3;52.379080,17.381781 52.497766,17.606187;52.438423,17.493984
300801;2;51.185134,17.894610 51.283418,18.105248;51.234276,17.999929
300802;2;51.213675,17.822247 51.353584,17.964578;51.2836295,17.8934125
300805;2;51.186688,17.738160 51.309654,17.869634;51.248171,17.803897
300803;3;51.267928,17.887775 51.393382,18.120214;51.330655,18.0039945
300804;2;51.153404,18.050726 51.273630,18.180285;51.213517,18.1155055
300306;2;52.440212,17.320634 52.564989,17.533234;52.5026005,17.426934
300309;3;52.507691,17.715708 52.656933,17.991559;52.582312,17.8536335
300604;3;51.984132,17.469279 52.145542,17.723557;52.064837,17.596418
300807;2;51.121856,17.927652 51.226808,18.081784;51.174332,18.004718
300905;2;52.146890,18.678491 52.278914,18.844142;52.212902,18.7613165
300404;2;51.699104,17.040949 51.821505,17.183574;51.7603045,17.1122615
300403;3;51.694004,16.875746 51.836791,17.091849;51.7653975,16.9837975
300405;2;51.807416,17.013350 51.933507,17.214696;51.8704615,17.114023
300406;3;51.751120,17.158295 51.863853,17.340559;51.8074865,17.249427
300806;2;51.103645,17.811970 51.231951,18.004318;51.167798,17.908144
300906;3;52.195401,18.772784 52.341112,18.992181;52.2682565,18.8824825
300908;2;52.120272,18.456901 52.215580,18.696568;52.167926,18.5767345
300910;2;52.223221,18.479630 52.340485,18.654462;52.281853,18.567046
300911;3;52.296984,18.827399 52.399895,19.047436;52.3484395,18.9374175
300901;1;52.167339,18.591960 52.229418,18.679530;52.1983785,18.635745
301505;3;52.248429,16.275729 52.387352,16.512664;52.3178905,16.3941965
300909;2;52.133103,18.787602 52.233451,18.949272;52.183277,18.868437
301506;3;52.182772,15.849504 52.354701,16.068624;52.2687365,15.959064
300505;3;52.033254,16.260112 52.181442,16.469789;52.107348,16.3649505
301009;2;52.412499,18.239979 52.543360,18.398790;52.4779295,18.3193845
303105;3;53.431989,16.645441 53.655869,17.018231;53.543929,16.831836
300902;2;52.269182,18.589913 52.428355,18.832177;52.3487685,18.711045
301001;3;52.191313,18.008673 52.295795,18.203160;52.243554,18.1059165
301003;2;52.246610,18.021218 52.365511,18.252547;52.3060605,18.1368825
300504;3;52.057930,16.063730 52.253244,16.397295;52.155587,16.2305125
301002;2;51.975740,17.934780 52.106235,18.128462;52.0409875,18.031621
303107;2;53.319176,17.020190 53.479793,17.302257;53.3994845,17.1612235
301502;3;52.379134,16.009377 52.514204,16.358889;52.446669,16.184133
306101;1;51.700867,17.995056 51.793859,18.157081;51.747363,18.0760685
300308;2;52.386082,17.584792 52.512777,17.755072;52.4494295,17.669932
300310;3;52.368248,17.670208 52.524102,17.922481;52.446175,17.7963445
301504;3;52.225986,16.022324 52.397619,16.286652;52.3118025,16.154488
300407;3;51.693390,16.728865 51.869468,16.970263;51.781429,16.849564
300501;2;52.180613,16.470175 52.284757,16.608207;52.232685,16.539191
300502;3;52.184895,16.173449 52.287221,16.490352;52.236058,16.3319005
301205;2;51.732241,17.426126 51.838713,17.610223;51.785477,17.5181745
301204;3;51.627006,17.318536 51.803397,17.714464;51.7152015,17.5165
301206;3;51.626367,17.222199 51.703554,17.478285;51.6649605,17.350242
301201;1;51.582325,17.455377 51.649957,17.589205;51.616141,17.522291
301103;2;51.985399,16.522682 52.172342,16.865253;52.0788705,16.6939675
301102;3;52.065626,16.612720 52.215459,16.888664;52.1405425,16.750692
301105;3;51.941004,16.420636 52.095170,16.723103;52.018087,16.5718695
301202;3;51.675088,17.127235 51.791719,17.373217;51.7334035,17.250226
301203;3;51.776057,17.291192 51.901148,17.562388;51.8386025,17.42679
301104;3;51.916853,16.713160 52.069860,17.009682;51.9933565,16.861421
300102;2;52.815955,16.770312 52.956906,17.100567;52.8864305,16.9354395
300104;3;52.896597,16.988256 53.024614,17.208262;52.9606055,17.098259
300101;1;52.964959,16.885130 53.024986,16.946300;52.9949725,16.915715
301301;2;51.787512,16.712672 51.930481,16.904280;51.8589965,16.808476
300103;2;52.912138,16.732046 53.059534,17.039028;52.985836,16.885537
300201;1;52.881212,16.505679 52.921212,16.598017;52.901212,16.551848
300203;2;52.727052,15.893221 52.873966,16.144431;52.800509,16.018826
300206;2;52.725780,16.517405 52.856386,16.800131;52.791083,16.658768
301303;3;51.841659,16.613971 51.967993,16.832999;51.904826,16.723485
301306;2;51.869766,16.098205 51.942368,16.290671;51.906067,16.194438
300105;3;52.995108,16.997165 53.089856,17.298860;53.042482,17.1480125
300202;2;52.831810,16.328775 53.044366,16.780160;52.938088,16.5544675
300205;2;52.737586,16.379251 52.891689,16.638624;52.8146375,16.5089375
300204;3;52.853840,15.945984 53.041100,16.132518;52.94747,16.039251
300208;3;52.749686,16.075978 53.049158,16.410543;52.899422,16.2432605
300207;3;52.934919,16.241356 53.131922,16.719704;53.0334205,16.48053
301302;2;51.855718,16.467197 51.973884,16.655816;51.914801,16.5615065
301602;3;52.657296,16.847171 52.831836,17.132496;52.744566,16.9898335
301601;3;52.544503,16.576360 52.751461,16.970728;52.647982,16.773544
301307;2;51.853577,16.276275 51.995192,16.497253;51.9243845,16.386764
301402;2;52.483273,15.973320 52.596034,16.238950;52.5396535,16.106135
301404;3;52.581559,15.925034 52.754773,16.224129;52.668166,16.0745815
301703;3;51.491147,17.554601 51.652248,17.781158;51.5716975,17.6678795
301501;2;52.312538,16.209066 52.427771,16.442620;52.3701545,16.325843
301401;2;52.547428,16.151270 52.669295,16.338539;52.6083615,16.2449045
301603;2;52.709105,16.702623 52.888846,16.924976;52.7989755,16.8137995
301701;1;51.610177,17.729507 51.683630,17.878456;51.6469035,17.8039815
301403;3;52.448320,15.776542 52.724716,16.031978;52.586518,15.90426
301503;2;52.322280,15.804083 52.483583,16.169486;52.4029315,15.9867845
301702;3;51.651308,17.882101 51.786014,18.122392;51.718661,18.0022465
301304;3;51.704876,16.565116 51.850519,16.790447;51.7776975,16.6777815
301305;2;51.765854,16.372675 51.909117,16.606682;51.8374855,16.4896785
301805;2;51.455327,18.153936 51.547382,18.342896;51.5013545,18.248416
301801;2;51.419817,18.221040 51.541811,18.382798;51.480814,18.301919
301802;2;51.357546,17.982317 51.448192,18.211148;51.402869,18.0967325
301906;2;53.106173,16.390552 53.299132,16.821629;53.2026525,16.6060905
301806;3;51.476345,17.871319 51.582266,18.109524;51.5293055,17.9904215
301807;3;51.338653,17.742007 51.509667,18.023815;51.42416,17.882911
301707;2;51.523077,17.906579 51.683632,18.188337;51.6033545,18.047458
301903;2;53.050361,16.770408 53.220133,16.980808;53.135247,16.875608
301902;2;53.071874,17.054937 53.162461,17.227939;53.1171675,17.141438
320101;1;53.974280,15.915923 54.053994,16.035191;54.014137,15.975557
321705;2;53.126589,16.214202 53.459881,16.714467;53.293235,16.4643345
321804;3;53.674336,15.222572 53.877697,15.635678;53.7760165,15.429125
321802;3;53.557547,15.492113 53.749397,15.800079;53.653472,15.646096
321801;3;53.504234,15.144660 53.629496,15.394052;53.566865,15.269356
321803;2;53.585190,15.272874 53.738882,15.566601;53.662036,15.4197375
321805;3;53.468281,15.346880 53.623267,15.735671;53.545774,15.5412755
326301;1;53.768626,14.185311 53.931781,14.440949;53.8502035,14.31313
326101;1;54.137392,16.110150 54.276991,16.323309;54.2071915,16.2167295
326201;1;53.321710,14.443819 53.537682,14.804612;53.429696,14.6242155
321504;3;53.470304,16.262907 53.733090,16.729954;53.601697,16.4964305
321505;2;53.741342,16.260607 53.916900,16.583278;53.829121,16.4219425
321605;2;53.821960,15.528492 53.970411,15.815286;53.8961855,15.671889
321601;1;53.740392,15.734287 53.808185,15.860354;53.7742885,15.7973205
321201;2;53.134762,14.668658 53.273519,14.817579;53.2041405,14.7431185
321602;2;53.646054,15.672076 53.752709,15.936528;53.6993815,15.804302
321205;3;53.050578,14.779182 53.246730,15.038056;53.148654,14.908619
321603;3;53.644749,15.906119 53.900916,16.268219;53.7728325,16.087169
321203;3;52.970260,14.872638 53.098682,15.067139;53.034471,14.9698885
321604;2;53.786038,15.773729 53.922565,16.080867;53.8543015,15.927298
321202;2;53.008618,14.721430 53.158728,14.862619;53.083673,14.7920245
321401;1;53.255382,14.938993 53.362687,15.084735;53.3090345,15.011864
321606;2;53.670914,15.548389 53.859096,15.962323;53.765005,15.755356
321204;2;53.028398,14.999906 53.193229,15.212196;53.1108135,15.106051
321402;3;53.407514,15.210650 53.548505,15.467049;53.4780095,15.3388495
321701;1;53.238534,16.372259 53.306863,16.526663;53.2726985,16.449461
321206;2;53.168015,14.861770 53.284768,15.071410;53.2263915,14.96659
321405;3;53.364685,15.425150 53.506521,15.721691;53.435603,15.5734205
321702;3;53.012206,15.962484 53.177384,16.372359;53.094795,16.1674215
321306;2;54.231190,16.537563 54.446620,16.865117;54.338905,16.70134
321404;2;53.081852,15.036773 53.288925,15.367815;53.1853885,15.202294
321704;3;53.140805,15.986194 53.298503,16.284072;53.219654,16.135133
321302;1;54.332597,16.619675 54.389776,16.704788;54.3611865,16.6622315
321408;2;53.314994,15.126720 53.464817,15.353793;53.3899055,15.2402565
