Teryt;Gmina;Urząd;Nazwisko Imiona;Typ;Komitet
041808;gm. Izbica Kujawska;Burmistrz Izbicy Kujawskiej;SADOWSKI Bogdan;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MŁODOŚĆ I DOŚWIADCZENIE MBKS
142611;gm. Wiśniew;Wójt Gminy Wiśniew;KRYSZCZUK Krzysztof Teofil;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
321502;gm. Barwice;Burmistrz Barwic;ANDRUSIÓW Józef;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW JÓZEFA ANDRUSIÓW MÓWIĘ JAK JEST
041105;gm. Piotrków Kujawski;Burmistrz Miasta i Gminy Piotrków Kujawski;KOMOTERSKI Wojciech;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW „CZAS NA ZMIANY 2018”
240101;m. Będzin;Prezydent Miasta Będzina;KOMONIEWSKI Łukasz Jan;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ŁUKASZA KOMONIEWSKIEGO
280703;gm. Iława;Wójt Gminy Iława;HARMACIŃSKI Krzysztof;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW WSPÓLNA GMINA
180509;gm. Skołyszyn;Wójt Gminy Skołyszyn;KRAS Wojciech Stanisław;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
060906;gm. Jabłonna;Wójt Gminy Jabłonna;SAŁEK Magdalena Sylwia;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW WSPÓŁPRACA EDUKACJA ROZWÓJ
126301;m. Tarnów;Prezydent Miasta Tarnowa;PARTYŃSKI Seweryn Marcin;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW KUKIZ'15
100805;gm. Ksawerów;Wójt Gminy Ksawerów;TOPOLSKI Adam Jan;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW DLA GMINY KSAWERÓW
302601;gm. Brodnica;Wójt Gminy Brodnica;PAKOWSKI Marek;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MARKA PAKOWSKIEGO RAZEM DLA GMINY BRODNICA
102003;m. Zgierz;Prezydent Miasta Zgierza;STANISZEWSKI Przemysław Konrad;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY STOWARZYSZENIA PRZEMYSŁAWA STANISZEWSKIEGO
281201;m. Nowe Miasto Lubawskie;Burmistrz Nowego Miasta Lubawskiego;BLANK Józef;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW DLA MIESZKAŃCÓW
241505;gm. Godów;Wójt Gminy Godów;ADAMCZYK Mariusz Adam;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY STOWARZYSZENIE WSPÓLNOTA SAMORZĄDOWA
201104;gm. Krynki;Burmistrz Krynek;GUDALEWSKA Jolanta;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW GMINY KRYNKI
041606;gm. Tuchola;Burmistrz Tucholi;SŁOMA Jarosław Jan;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ALTERNATYWA LOKALNA CTU
142608;gm. Siedlce;Wójt Gminy Siedlce;MISIURA Marek;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW - LUDZKA TWARZ WŁADZY
021603;gm. Grębocice;Wójt Gminy Grębocice;JABŁOŃSKI Roman Jan;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW GRĘBOCICE GMINA Z PRZYSZŁOŚCIĄ
181305;gm. Krzywcza;Wójt Gminy Krzywcza;PAWŁOWSKI Wacław Stanisław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW WACŁAWA PAWŁOWSKIEGO DALSZY ROZWÓJ GMINY
140904;gm. Rzeczniów;Wójt Gminy Rzeczniów;BOREK Roman Edward;PO;KOALICYJNY KOMITET WYBORCZY PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA
320606;gm. Moryń;Burmistrz Gminy Moryń;ŚMIŚNIEWICZ Ewelina Jadwiga;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW NIEZALEŻNI GMINA MORYŃ
102005;gm. Głowno;Wójt Gminy Głowno;JÓŹWIAK Marek;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
120903;gm. Myślenice;Burmistrz Miasta i Gminy Myślenice;AMBROŻY Grażyna Elżbieta;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW „BEZ UKŁADÓW”
281502;gm. Dąbrówno;Wójt Gminy Dąbrówno;ZALEWSKI Marek Edward;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MARKA ZALEWSKIEGO
040802;gm. Bobrowniki;Wójt Gminy Bobrowniki;GRZEGORZEWSKI Anatol Jacek;PO;KOALICYJNY KOMITET WYBORCZY PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA
041705;gm. Ryńsk;Wójt Gminy Ryńsk;ŁUKASIK Władysław Józef;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW GMINA DLA MIESZKAŃCÓW
281502;gm. Dąbrówno;Wójt Gminy Dąbrówno;BOJAROWSKI Piotr Jacek;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW PIOTRA BOJAROWSKIEGO
101209;gm. Ładzice;Wójt Gminy Ładzice;KUBIAK Jarosław Daniel;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY AKTYWNI ZAWSZE RAZEM
142513;gm. Zakrzew;Wójt Gminy Zakrzew;WIELGOLEWSKI Bogdan;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW BOGDANA WIELGOLEWSKIEGO
142306;gm. Przysucha;Burmistrz Gminy i Miasta w Przysusze;PAŁGAN Adam;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW POROZUMIENIE SAMORZĄDOWE - PRZYSUCHA
140207;gm. Opinogóra Górna;Wójt Gminy Opinogóra Górna;CZYŻYK Piotr Robert;PSL;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE
143506;gm. Zabrodzie;Wójt Gminy Zabrodzie;JEZIERSKI Krzysztof;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW WSPÓLNIE DLA ZABRODZIA
142513;gm. Zakrzew;Wójt Gminy Zakrzew;SWEND Artur;PP;KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ
160907;gm. Niemodlin;Burmistrz Niemodlina;NIECKARZ Mariusz Stanisław;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
020812;gm. Radków;Burmistrz Miasta i Gminy Radków;BEDNARCZYK Jan Karol;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ODNOWA DLA RADKOWA
022201;gm. Brzeg Dolny;Burmistrz Brzegu Dolnego;URAN Katarzyna;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI DOLNOBRZEŻANIE
120703;gm. Dobra;Wójt Gminy Dobra;ŻABÓWKA Krzysztof Jan;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW KRZYSZTOFA ŻABÓWKI
041603;gm. Kęsowo;Wójt Gminy Kęsowo;OLEJNICZAK-MUZIOŁ Ewelina Wioleta;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW NOWA PERSPEKTYWA DLA GMINY KĘSOWO
141006;gm. Stara Kornica;Wójt Gminy Stara Kornica;MELECH Dariusz Szczepan;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
200509;gm. Narewka;Wójt Gminy Narewka;PAWILCZ Mikołaj;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW POROZUMIENIE SAMORZĄDOWE REGIONU PUSZCZY BIAŁOWIESKIEJ
080906;gm. Sulechów;Burmistrz Sulechowa;RAKOWSKI Roman;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY SULECHOWSKIE STOWARZYSZENIE FORUM
022403;gm. Kamieniec Ząbkowicki;Wójt Gminy Kamieniec Ząbkowicki;WASZCZUK Marek;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MARKA WASZCZUKA
142804;gm. Młodzieszyn;Wójt Gminy Młodzieszyn;PIETRZYK Monika Katarzyna;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MONIKI KATARZYNY PIETRZYK
062009;gm. Sitno;Wójt Gminy Sitno;BERNAT Marian Tadeusz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW TRADYCJA I ROZWÓJ
121010;gm. Łososina Dolna;Wójt Gminy Łososina Dolna;KOSECKI Tomasz Mikołaj;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
186201;m. Przemyśl;Prezydent Miasta Przemyśla;KULAWIK Tomasz Przemysław;SLD;KOALICYJNY KOMITET WYBORCZY SLD LEWICA RAZEM
240412;gm. Olsztyn;Wójt Gminy Olsztyn;KUCHARSKI Tomasz Maciej;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW RAZEM DLA GMINY OLSZTYN
260304;gm. Opatowiec;Wójt Gminy Opatowiec;KOWALCZYK Sławomir Piotr;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW GMINY OPATOWIEC
021908;gm. Żarów;Burmistrz Miasta Żarów;CZAPLA Michał Szymon;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MICHAŁA CZAPLI
022303;gm. Jordanów Śląski;Wójt Gminy Jordanów Śląski;FILIPCZAK Paweł;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW „CZAS NA ZMIANĘ”
021502;gm. Domaniów;Wójt Gminy Domaniów;GŁOGULSKI Wojciech Tomasz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW OBYWATELSKA GMINA DOMANIÓW
240406;gm. Koniecpol;Burmistrz Miasta i Gminy Koniecpol;JANISZEWSKA Anna Maria;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ANNY JANISZEWSKIEJ
221004;gm. Stegna;Wójt Gminy Stegna;DĄBSKA Ewa;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW NASZE ŻUŁAWY I MIERZEJA
060402;gm. Dołhobyczów;Wójt Gminy Dołhobyczów;SZYPER Maja Beata;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
101213;gm. Wielgomłyny;Wójt Gminy Wielgomłyny;DYKTYŃSKA Bogumiła Ewa;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
141504;gm. Goworowo;Wójt Gminy Goworowo;KOSIOREK Piotr Włodzimierz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW PIOTRA KOSIORKA
046101;m. Bydgoszcz;Prezydent Miasta Bydgoszczy;SYPNIEWSKI Marcin;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW CZAS BYDGOSZCZY CB2018.PL
143206;gm. Ożarów Mazowiecki;Burmistrz Ożarowa Mazowieckiego;KANCLERZ Paweł Jacek;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY FORUM SAMORZĄDOWE GMIN
300911;gm. Przedecz;Burmistrz Miasta Przedecz;SIWIŃSKI Witold;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ZIEMI PRZEDECKIEJ
143205;gm. Łomianki;Burmistrz Łomianek;DĄBROWSKI Tomasz Henryk;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW TOMASZA DĄBROWSKIEGO
141504;gm. Goworowo;Wójt Gminy Goworowo;KULESZA Małgorzata Maria;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW NASZA GMINA TO MY
101001;gm. Aleksandrów;Wójt Gminy Aleksandrów;MAMROT Paweł Artur;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW DIONIZEGO GŁOWACKIEGO WSPÓLNIE DLA GMINY
241002;gm. Kobiór;Wójt Gminy Kobiór;LUBAŃSKI Eugeniusz Piotr;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW - SPOŁECZNY KOMITET
081105;gm. Lipinki Łużyckie;Wójt Gminy Lipinki Łużycie;MORŻAK MICHAŁ;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MICHAŁA MORŻAKA
143307;gm. Sadowne;Wójt Gminy Sadowne;CYRAN Waldemar;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW WSPÓLNA DROGA WWE 2018
080204;gm. Dąbie;Wójt Gminy Dąbie;RECZUCH MARCIN ADAM;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MARCINA RECZUCHA CZYNY, NIE SŁOWA
040208;gm. Osiek;Wójt Gminy Osiek;DZIAK Sebastian;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW SEBASTIANA DZIAK
201209;gm. Wiżajny;Wójt Gminy Wiżajny;LASKOWSKI Józef;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW JÓZEFA LASKOWSKIEGO
302405;gm. Ostroróg;Burmistrz Miasta i Gminy Ostroróg;SZAŁATA Sławomir Kazimierz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW WSPÓŁPRACA I ROZWÓJ GMINY OSTRORÓG
141507;gm. Łyse;Wójt Gminy Łyse;FABISZEWSKI Grzegorz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW „GODNOŚĆ”
142504;gm. Jastrzębia;Wójt Gminy Jastrzębia;ĆWIERZ Wojciech;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW RAZEM DLA GMINY JASTRZĘBIA
302803;gm. Gołańcz;Burmistrz Miasta i Gminy Gołańcz;DURSKI Mieczysław Wojciech;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MIECZYSŁAWA WOJCIECHA DURSKIEGO
080906;gm. Sulechów;Burmistrz Sulechowa;ŁUSIAK Ewa Izabela;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY MY PRZEDSIĘBIORCY
301104;gm. Krzywiń;Burmistrz Miasta i Gminy Krzywiń;NOWAK Jacek;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY STOWARZYSZENIE AKTYWNY SAMORZĄD
181001;m. Łańcut;Burmistrz Miasta Łańcuta;PILAWA-KRAUS Barbara;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
121010;gm. Łososina Dolna;Wójt Gminy Łososina Dolna;URBAŃCZYK Paweł Piotr;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW DLA GMINY ŁOSOSINA
040208;gm. Osiek;Wójt Gminy Osiek;CHUDY Paweł;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW PAWŁA CHUDEGO
143302;gm. Grębków;Wójt Gminy Grębków;NYKIEL Mirosław Sławomir;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
021504;gm. Oława;Wójt Gminy Oława;RADO Michał Marcin;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW NASZA GMINA OŁAWA
041504;gm. Lubicz;Wójt Gminy Lubicz;ANZEL Hanna;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW WSPÓLNOTA GMINY LUBICZ
101802;gm. Czastary;Wójt Gminy Czastary;GŁADKI Patrycjusz Jan;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
280903;gm. Lidzbark Warmiński;Wójt Gminy Lidzbark Warmiński;ANDRUKAJTIS Fabian;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW POROZUMIENIE NIEZALEŻNYCH SAMORZĄDOWCÓW
160105;gm. Lubsza;Wójt Gminy Lubsza;BEZUSZKO Łukasz Krzysztof;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
142509;gm. Przytyk;Wójt Gminy Przytyk;WOŁCZYŃSKI Dariusz Piotr;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW DARIUSZA WOŁCZYŃSKIEGO
143003;gm. Mirów;Wójt Gminy Mirów;KSIĄŻEK Bogdan Piotr;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW BOGDANA KSIĄŻKA
100107;gm. Szczerców;Wójt Gminy Szczerców;KAMIENIAK Krzysztof Paweł;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW KRZYSZTOFA PAWŁA KAMIENIAKA
061404;gm. Kazimierz Dolny;Burmistrz Kazimierza Dolnego;POMIANOWSKI Artur Paweł;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW DOBRA ALTERNATYWA
240406;gm. Koniecpol;Burmistrz Miasta i Gminy Koniecpol;KOŚCIAŃSKI Dominik Mirosław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW DOMINIKA KOŚCIAŃSKIEGO
120202;gm. Brzesko;Burmistrz Brzeska;LATOCHA Tomasz Jan;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW BRZESKO ODNOWA
221107;gm. Puck;Wójt Gminy Puck;PUSZKARCZUK Tadeusz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW SAMORZĄDOWE POROZUMIENIE GMINY PUCK
021203;gm. Lwówek Śląski;Burmistrz Gminy i Miasta Lwówek Śląski;SZCZĘSNA Mariola;PSL;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE
022302;gm. Długołęka;Wójt Gminy Długołęka;ŁEBEK Iwona Agnieszka;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW IWONY AGNIESZKI ŁEBEK
321802;gm. Łobez;Burmistrz Łobza;ĆWIKŁA Piotr Wiesław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW PRZYJAŹŃ I WSPÓŁPRACA
240406;gm. Koniecpol;Burmistrz Miasta i Gminy Koniecpol;SULIGA Ryszard;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW RYSZARDA SULIGI
141503;gm. Czerwin;Wójt Gminy Czerwin;GAŁĄZKA Zbigniew Janusz;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
260905;gm. Łoniów;Wójt Gminy Łoniów;KOŁACZ Szymon;PSL;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE
061812;gm. Tyszowce;Burmistrz Tyszowiec;BONDYRA Stanisław Tomasz;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
080302;gm. Międzyrzecz;Burmistrz Międzyrzecza;BUZAREWICZ-KOWAL Irena;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW IRENA BUZAREWICZ LEPSZA GMINA MIĘDZYRZECZ
141702;m. Otwock;Prezydent Miasta Otwocka;LEŚKIEWICZ Marek;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW JEDNOŚĆ NARODU - WSPÓLNOTA
302402;gm. Duszniki;Wójt Gminy Duszniki;WOROPAJ Adam Tomasz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW WSPÓLNE DOBRO
121607;gm. Rzepiennik Strzyżewski;Wójt Gminy Rzepiennik Strzyżewski;KARAŚ Marek Tadeusz;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
121809;gm. Wadowice;Burmistrz Wadowic;KLINOWSKI Mateusz Michał;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MATEUSZ KLINOWSKI I WOLNE WADOWICE
060407;gm. Uchanie;Wójt Gminy Uchanie;LACKOWSKI Marian Jan;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MARIANA LACKOWSKIEGO
160702;gm. Kamiennik;Wójt Gminy Kamiennik;CEBRAT Kazimierz;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY STOWARZYSZENIE FORUM SAMORZĄDOWE 2002
100501;m. Łowicz;Burmistrz Miasta Łowicza;SIEWIERA Mariusz;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY ŁOWICKIE.PL
066101;m. Biała Podlaska;Prezydent Miasta Biała Podlaska;STEFANIUK Dariusz Paweł;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
321602;gm. Brzeżno;Wójt Gminy Brzeżno;KORUC Sławomir;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW „GMINA BRZEŻNO - NASZ DOM”
142901;m. Sokołów Podlaski;Burmistrz Miasta Sokołów Podlaski;NOWOTNIAK Włodzimierz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW WŁODZIMIERZA NOWOTNIAKA
301903;gm. Kaczory;Wójt Gminy Kaczory;WOLSKI Brunon Franciszek;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW BRUNONA WOLSKIEGO STABILNA GMINA
160907;gm. Niemodlin;Burmistrz Niemodlina;KONCEWICZ Dorota;PSL;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE
281706;gm. Szczytno;Wójt Gminy Szczytno;CIELECKA Jolanta Alicja;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
281501;m. Ostróda;Burmistrz Miasta Ostróda;MICHALAK Zbigniew;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW NIEPARTYJNI NIEZALEŻNI
040203;gm. Brodnica;Wójt Gminy Brodnica;ZALEWSKI Adam;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW TRADYCJA I ROZWÓJ
306201;m. Konin;Prezydent Miasta Konina;KRUCZKOWSKI Damian;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ZMIENIAMY KONIN
181401;m. Przeworsk;Burmistrz Miasta Przeworska;KISIEL Leszek Marek;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW LESZKA KISIELA
101807;gm. Wieruszów;Burmistrz Wieruszowa;PRZYBYŁ Rafał Mariusz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW NIEZALEŻNI WIERUSZÓW
121508;gm. Zawoja;Wójt Gminy Zawoja;BOJAROWICZ Jolanta Teresa;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ROZWÓJ Z TRADYCJĄ DLA GMINY ZAWOJA
140201;m. Ciechanów;Prezydent Miasta Ciechanów;KOSIŃSKI Krzysztof;PSL;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE
060401;m. Hrubieszów;Burmistrz Miasta Hrubieszów;SYMCZUK Maryla;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
241205;gm. Świerklany;Wójt Gminy Świerklany;PIECZKA Tomasz Leszek;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW „ZRÓWNOWAŻONY ROZWÓJ GMINY”
142901;m. Sokołów Podlaski;Burmistrz Miasta Sokołów Podlaski;TOMCZUK Włodzimierz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW WŁODZIMIERZA TOMCZUKA
101402;gm. Błaszki;Burmistrz Błaszek;RAJEWSKI Karol;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW ZIEMIA SIERADZKA
241302;m. Miasteczko Śląskie;Burmistrz Miasta Miasteczko Śląskie;RESPONDEK Tomasz Adam;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW „WSPÓLNA GMINA”
060906;gm. Jabłonna;Wójt Gminy Jabłonna;KOZAK Dorota Anna;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
060605;gm. Krasnystaw;Wójt Gminy Krasnystaw;GAJOWIAK - POWROŹNIK Edyta;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW EDYTY GAJOWIAK-POWROŹNIK
143309;gm. Wierzbno;Wójt Gminy Wierzbno;WĄSOWSKI Emil Maciej;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
240903;gm. Niegowa;Wójt Gminy Niegowa;CACOŃ Mirosław Władysław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW WSPÓLNE DOBRO GMINA NIEGOWA
241309;gm. Zbrosławice;Wójt Gminy Zbrosławice;OLSZEWSKI Wiesław Andrzej;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW DALEJ DO PRZODU
100705;gm. Paradyż;Wójt Gminy Paradyż;RUDALSKI Wojciech Bogdan;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
140704;gm. Grabów nad Pilicą;Wójt Gminy w Grabowie nad Pilicą;WRONA Cezary Ireneusz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW AUGUSTÓW RAZEM
143307;gm. Sadowne;Wójt Gminy Sadowne;KASZUBA Anna;PiS;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ
281803;gm. Gołdap;Burmistrz Gołdapi;LUTO Tomasz Rafał;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW NASZA GOŁDAP
141213;gm. Siennica;Wójt Gminy Siennica;ROCHACZEWSKI Piotr;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW NASZA GMINA
300310;gm. Witkowo;Burmistrz Gminy i Miasta Witkowo;GADZIŃSKI Marian;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW SAMORZĄDNA GMINA WITKOWO
181407;gm. Sieniawa;Burmistrz Miasta i Gminy Sieniawa;BRZYSKI Jerzy;PSL;KOMITET WYBORCZY STRONNICTWA LUDOWEGO „OJCOWIZNA” RP
061406;gm. Kurów;Wójt Gminy Kurów;PASTERNAK KAROL JAN;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW KAROL PASTERNAK
060406;gm. Trzeszczany;Wójt Gminy Trzeszczany;CZARNOTA Stanisław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW SPRAWIEDLIWE I LEPSZE JUTRO
060813;gm. Uścimów;Wójt Gminy Uścimów;SMOLEŃ Eliza;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW MOJA GMINA - MÓJ DOM
142404;gm. Pułtusk;Burmistrz Miasta Pułtusk;SKARŻYŃSKI Łukasz;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW PUŁTUSKIE FORUM SAMORZĄDOWE
143005;gm. Szydłowiec;Burmistrz Szydłowca;KAPTURSKI Maciej Jan;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY WSPÓLNOTA ZIEMI SZYDŁOWIECKIEJ
106101;m. Łódź;Prezydent Miasta Łodzi;LIPCZYK Krzysztof Gniewomir;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW WOLNOŚĆ #MUREMZAŁODZIĄ
040606;gm. Świecie nad Osą;Wójt Gminy Świecie nad Osą;MAJ Ireneusz Stefan;Komitet wyborczy organizacji i stowarzyszeń;KOMITET WYBORCZY WSPÓLNOTA SAMORZĄDOWA + NA RZECZ REGIONU
200901;m. Sejny;Burmistrz Miasta Sejny;RZEPIEJEWSKI Zdzisław;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW SEJNY WSPÓŁPRACA I POROZUMIENIE
261206;gm. Rytwiany;Wójt Gminy Rytwiany;FORKASIEWICZ Grzegorz Paweł;Komitet wyborczy wyborców;KOMITET WYBORCZY WYBORCÓW PRZYSZŁOŚĆ I ROZWÓJ
