"Lp";"Data";"Gdzie";"PanstwoMiasto";"Posel";"Klub";"NrWnioski";"Ktransp";"Kdiet";"Khoteli";"Kdojazdow";"Ubezp";"WydatkFundusz";"RozniceKurs";"Zaliczki";"Klacznie";"PoCo";"Coords";"Dist";"Kmlline"
137;"25-26.06.2012";"BELGIA Bruksela";"BELGIA, Bruksela";"Krzysztof Jurgiel";"PiS";"145/12";2898,61;303,02;697,01;0;0;0;0;0;3898,64;"RRW, SUE Międzyparlamentarne Spotkanie Komisji Rolnictwa i Rozwoju Wsi z przedstawicielami parlamentów - państw członkowskich UE";"50.8503396 4.3517103 0";1161.0;"<LineString><coordinates>4.3517103,50.8503396 21.028075,52.225208</coordinates></LineString>"
137;"25-26.06.2012";"BELGIA Bruksela";"BELGIA, Bruksela";"Stanisław Kalemba";"PSL";"145/12";2898,61;303,02;697,01;0;0;0;0;0;3898,64;"RRW, SUE Międzyparlamentarne Spotkanie Komisji Rolnictwa i Rozwoju Wsi z przedstawicielami parlamentów - państw członkowskich UE";"50.8503396 4.3517103 0";1161.0;"<LineString><coordinates>4.3517103,50.8503396 21.028075,52.225208</coordinates></LineString>"
138;"26-28.06.2012";"CZECHY Praga";"CZECHY, Praga";"Eugeniusz Czykwin";"SLD";"154/12";2486,91;144,87;0;0;0;0;0;0;2631,78;"19 Sesja Międzyparlamentarnego Zgromadzenia Prawosławia";"50.0755381 14.4378005 0";517.9;"<LineString><coordinates>14.4378005,50.0755381 21.028075,52.225208</coordinates></LineString>"
139;"30.06- 2.07.2012";"UKRAINA: Kijów";"UKRAINA, Kijów";"Jerzy Wenderlich";"SLD";"161/12";0;321,4;3682,62;0;0;0;-5,48;0;4009,5;"Udział w uroczystościach zakończenia Mistrzostw Europy w Piłce Nożnej UEFA EURO 2012, mecz finałowy Mistrzostw";"50.4501 30.5234 0";688.0;"<LineString><coordinates>30.5234,50.4501 21.028075,52.225208</coordinates></LineString>"
139;"30.06- 2.07.2012";"UKRAINA: Kijów";"UKRAINA, Kijów";"Andrzej Biernat";"PO";"161/12";0;321,4;3682,62;0;0;0;-5,48;0;4009,5;"Udział w uroczystościach zakończenia Mistrzostw Europy w Piłce Nożnej UEFA EURO 2012, mecz finałowy Mistrzostw";"50.4501 30.5234 0";688.0;"<LineString><coordinates>30.5234,50.4501 21.028075,52.225208</coordinates></LineString>"
139;"30.06- 2.07.2012";"UKRAINA: Kijów";"UKRAINA, Kijów";"Ireneusz Raś";"PO";"161/12";0;321,4;3682,62;0;0;0;-5,48;0;4009,5;"Udział w uroczystościach zakończenia Mistrzostw Europy w Piłce Nożnej UEFA EURO 2012, mecz finałowy Mistrzostw";"50.4501 30.5234 0";688.0;"<LineString><coordinates>30.5234,50.4501 21.028075,52.225208</coordinates></LineString>"
139;"30.06- 2.07.2012";"UKRAINA: Kijów";"UKRAINA, Kijów";"Maciej Orzechowski";"PO";"161/12";0;321,4;3682,62;0;0;0;-4,63;0;4008,65;"Udział w uroczystościach zakończenia Mistrzostw Europy w Piłce Nożnej UEFA EURO 2012, mecz finałowy Mistrzostw";"50.4501 30.5234 0";688.0;"<LineString><coordinates>30.5234,50.4501 21.028075,52.225208</coordinates></LineString>"
140;"30.06- 4.07.2012";"GRUZJA Tbilisi";"GRUZJA, Tbilisi";"Ryszard Kalisz";"SLD";"167/12";0;611,31;0;0;0;0;0;0;611,31;"SPC  Seminarium 'Udział kobiet w życiu politycznym Gruzji' organizowanym przez Agendę ONZ ds. Rozwoju";"41.716667 44.783333 0";2133.0;"<LineString><coordinates>44.783333,41.716667 21.028075,52.225208</coordinates></LineString>"
141;"1-2.07.2012";"WIELKA BRYTANIA: Londyn";"WIELKA BRYTANIA, Londyn";"Joanna Fabisiak";"PO";"158/12";3848,19;175,2;471,65;0;0;0;-9,7;0;4504,74;"LPG Obchody 65-lecia działalności Zjednoczenia Polskiego w Wielkiej Brytanii";"51.5073509 -0.1277583 0";1449.8;"<LineString><coordinates>-0.1277583,51.5073509 21.028075,52.225208</coordinates></LineString>"
142;"3-6.07.2012";"GRUZJA Tbilisi";"GRUZJA, Tbilisi";"Małgorzata Gosiewska";"PiS";"159/12";2373;539,81;1551,47;0;0;0;-24,47;0;4488,75;"Międzynarodowy Program Staży Parlamentarnych";"41.716667 44.783333 0";2133.0;"<LineString><coordinates>44.783333,41.716667 21.028075,52.225208</coordinates></LineString>"
143;"4-6.07.2012";"WŁOCHY: Rzym";"WŁOCHY, Rzym";"Adam Abramowicz";"PiS";"160/12";2645,95;536,87;842,07;0;0;0;-1,1;0;4025,99;"Międzynarodowy Program Staży Parlamentarnych";"41.9027835 12.4963655 0";1315.3;"<LineString><coordinates>12.4963655,41.9027835 21.028075,52.225208</coordinates></LineString>"
144;"4-9.07.2012";"MONACO";"MONACO";"Barbara Bartuś";"PiS";"147/12";1775,1;1302,18;5454,52;0;0;0;0;0;8531,8;"ZP OBWE  21 Doroczna Sesja Zgromadzenia Parlamentarnego OBWE";"43.7384176 7.4246158 0";1380.1;"<LineString><coordinates>7.4246158,43.7384176 21.028075,52.225208</coordinates></LineString>"
144;"4-9.07.2012";"MONACO";"MONACO";"Andrzej Dera";"SP";"147/12";1620,65;1245,78;5454,52;0;0;0;0;0;8320,95;"ZP OBWE  21 Doroczna Sesja Zgromadzenia Parlamentarnego OBWE";"43.7384176 7.4246158 0";1380.1;"<LineString><coordinates>7.4246158,43.7384176 21.028075,52.225208</coordinates></LineString>"
144;"4-9.07.2012";"MONACO";"MONACO";"Mariusz Grad";"PO";"147/12";1620,65;1245,78;5454,52;0;0;0;0;0;8320,95;"ZP OBWE  21 Doroczna Sesja Zgromadzenia Parlamentarnego OBWE";"43.7384176 7.4246158 0";1380.1;"<LineString><coordinates>7.4246158,43.7384176 21.028075,52.225208</coordinates></LineString>"
144;"4-9.07.2012";"MONACO";"MONACO";"Wojciech Penkalski";"TR";"147/12";1620,65;1245,78;5454,52;0;0;0;0;0;8320,95;"ZP OBWE  21 Doroczna Sesja Zgromadzenia Parlamentarnego OBWE";"43.7384176 7.4246158 0";1380.1;"<LineString><coordinates>7.4246158,43.7384176 21.028075,52.225208</coordinates></LineString>"
144;"4-9.07.2012";"MONACO";"MONACO";"Henryk Smolarz";"PSL";"147/12";1620,65;1245,78;5454,52;0;0;0;0;0;8320,95;"ZP OBWE  21 Doroczna Sesja Zgromadzenia Parlamentarnego OBWE";"43.7384176 7.4246158 0";1380.1;"<LineString><coordinates>7.4246158,43.7384176 21.028075,52.225208</coordinates></LineString>"
144;"4-9.07.2012";"MONACO";"MONACO";"Michał Szczerba";"PO";"147/12";1079,53;1245,78;5454,52;0;0;0;0;0;7779,83;"ZP OBWE  21 Doroczna Sesja Zgromadzenia Parlamentarnego OBWE";"43.7384176 7.4246158 0";1380.1;"<LineString><coordinates>7.4246158,43.7384176 21.028075,52.225208</coordinates></LineString>"
144;"4-9.07.2012";"MONACO";"MONACO";"Tomasz Garbowski";"SLD";"147/12";964,81;1245,78;5454,52;0;0;0;0;0;7665,11;"ZP OBWE  21 Doroczna Sesja Zgromadzenia Parlamentarnego OBWE";"43.7384176 7.4246158 0";1380.1;"<LineString><coordinates>7.4246158,43.7384176 21.028075,52.225208</coordinates></LineString>"
144;"4-9.07.2012";"MONACO";"MONACO";"Joanna Kluzik-Rostkowska";"PO";"147/12";964,81;1245,78;5454,52;0;0;0;0;0;7665,11;"ZP OBWE  21 Doroczna Sesja Zgromadzenia Parlamentarnego OBWE";"43.7384176 7.4246158 0";1380.1;"<LineString><coordinates>7.4246158,43.7384176 21.028075,52.225208</coordinates></LineString>"
145;"6-9.07.2012";"UKRAINA: Lwów, Jaremcze";"UKRAINA, Lwów";"Cezary Grabarczyk";"PO";"166/12";2786,62;237,1;0;0;0;0;0;0;3023,72;"Na zaproszenie wiceprzewodniczącego Rady Najwyższej Ukrainy";"49.839683 24.029717 0";338.2;"<LineString><coordinates>24.029717,49.839683 21.028075,52.225208</coordinates></LineString>"
145;"6-9.07.2012";"UKRAINA: Lwów, Jaremcze";"UKRAINA, Lwów";"Marek Kuchciński";"PiS";"166/12";1774,74;237,1;0;0;0;0;0;0;2011,84;"Na zaproszenie wiceprzewodniczącego Rady Najwyższej Ukrainy";"49.839683 24.029717 0";338.2;"<LineString><coordinates>24.029717,49.839683 21.028075,52.225208</coordinates></LineString>"
145;"6-9.07.2012";"UKRAINA: Lwów, Jaremcze";"UKRAINA, Lwów";"Andrzej Sztorc";"PSL";"166/12";2250,63;237,1;0;0;0;0;0;0;2487,73;"Na zaproszenie wiceprzewodniczącego Rady Najwyższej Ukrainy";"49.839683 24.029717 0";338.2;"<LineString><coordinates>24.029717,49.839683 21.028075,52.225208</coordinates></LineString>"
146;"8-9.07.2012";"CYPR Limassol";"CYPR, Limassol";"Andrzej Gałażewski";"PO";"163/12";3520,24;307,07;531,7;0;0;0;0;0;4359,01;"SUE  Spotkanie Przewodniczących Komisji do Spraw Unijnych parlamentów Unii Europejskiej (tzw. mały COSAC)";"34.7071301 33.0226174 0";2168.8;"<LineString><coordinates>33.0226174,34.7071301 21.028075,52.225208</coordinates></LineString>"
147;"8-14.07.2012";"USA: San Francisco, Waszyngton";"USA, San Francisco";"Jan Dziedziczak";"PiS";"162/12";18683,2;1606,22;4154,51;0;0;0;12,89;0;24431,04;"ZP NATO  Podkomisja ds. stosunków transatlantyckich";"37.7749295 -122.4194155 0";9400.8;"<LineString><coordinates>-122.4194155,37.7749295 21.028075,52.225208</coordinates></LineString>"
148;"9-12.07.2012";"GRUZJA Batumi";"GRUZJA, Batumi";"Małgorzata Gosiewska";"PiS";"153/12";1736,84;300,66;1219,55;0;0;0;-145,39;0;3402,44;"IX Międzynarodowa Konferencja 'Georgia's European Way'";"41.638611 41.637222 0";1946.9;"<LineString><coordinates>41.637222,41.638611 21.028075,52.225208</coordinates></LineString>"
148;"9-12.07.2012";"GRUZJA Batumi";"GRUZJA, Batumi";"Michał Szczerba";"PO";"153/12";8306,33;526,31;1829;0;0;0;0,09;0;10661,55;"IX Międzynarodowa Konferencja 'Georgia's European Way'";"41.638611 41.637222 0";1946.9;"<LineString><coordinates>41.637222,41.638611 21.028075,52.225208</coordinates></LineString>"
149;"12-14.07.2012";"BELGIA Bruksela";"BELGIA, Bruksela";"Krzysztof Jurgiel";"PiS";"165/12";2888,48;469,24;1361,95;0;0;0;0;0;4719,67;"RRW Konferencja 'Wspólna Polityka Rolna - podsumowanie ze społeczeństwem obywatelskim'";"50.8503396 4.3517103 0";1161.0;"<LineString><coordinates>4.3517103,50.8503396 21.028075,52.225208</coordinates></LineString>"
150;"19-21.07.2012";"UKRAINA: Kijów, Lwów, Winnica, Żytomierz";"UKRAINA, Kijów";"Adam Lipiński";"PiS";"169/12";2311,23;491,04;578,35;0;0;0;-1,37;0;3381,99;"LPG Na zaproszenie Stowarzyszenia Polonijnego 'Kresowiacy', Żytomierskiej Obwodowej Gromadzkiej Organizacji 'Polskie Towarzystwo Kulturalno-Oświatowe i Federacji Organizacji Polskich na Ukrainie";"50.4501 30.5234 0";688.0;"<LineString><coordinates>30.5234,50.4501 21.028075,52.225208</coordinates></LineString>"
151;"20.07.2012";"NIEMCY: Berlin";"NIEMCY, Berlin";"Stefan Niesiołowski";"PO";"170/12";2904,45;216,96;0;0;0;0;0;0;3121,41;"OBN Uroczyste obchody 68 rocznicy zamachu na Hitlera";"52.5200066 13.404954 0";518.4;"<LineString><coordinates>13.404954,52.5200066 21.028075,52.225208</coordinates></LineString>"
152;"30.07- 8.08.2012";"CZARNOGÓRA Podgorica SERBIA Belgrad";"CZARNOGÓRA, Podgorica";"Jadwiga Zakrzewska";"PO";"168/12";2474,82;2117,67;2793,84;0;0;0;-17,76;0;7404,09;"ZP NATO  Wizyta studyjna";"42.441286 19.262892 0";1096.0;"<LineString><coordinates>19.262892,42.441286 21.028075,52.225208</coordinates></LineString>"
153;"18-20.08.2012";"USA: Nowy Jork";"USA, Nowy Jork";"Jan Dziedziczak";"PiS";"172/12";13409,25;456,13;166,66;0;0;0;-36,64;0;14068,68;"LPG 60-lecie powstania Chorągwi Harcerzy w USA";"40.7127837 -74.0059413 0";6856.1;"<LineString><coordinates>-74.0059413,40.7127837 21.028075,52.225208</coordinates></LineString>"
154;"19.08.2012";"UKRAINA: Zadwórze";"UKRAINA, Zadwórze";"Marek Kuchciński";"PiS";"176/12";0;140,12;0;0;0;0;0;0;140,12;"Na zaproszenie prezesa Polskiego Towarzystwa Opieki nad Grobami Wojskowymi we Lwowie";"49.888889 24.435556 0";352.4;"<LineString><coordinates>24.435556,49.888889 21.028075,52.225208</coordinates></LineString>"
155;"22-23.08.2012";"WĘGRY Budapeszt";"WĘGRY, Budapeszt";"Krzysztof Kwiatkowski";"PO";"173/12";2465,14;296,93;71,99;0;0;0;-3,37;0;2837,43;"Europejski Dzień Pamięci Ofiar Reżimów Totalitarnych XX wieku";"47.497912 19.040235 0";544.6;"<LineString><coordinates>19.040235,47.497912 21.028075,52.225208</coordinates></LineString>"
156;"23-27.08.2012";"USA: Chicago";"USA, Chicago";"Arkadiusz Mularczyk";"SP";"177/12";10953,45;742,33;1718,83;0;0;0;-8,91;0;13423,52;"Konferencja polonijna 'Quo Vadis'";"41.8781136 -87.6297982 0";7512.9;"<LineString><coordinates>-87.6297982,41.8781136 21.028075,52.225208</coordinates></LineString>"
157;"25-28.08.2012";"ROSJA: Sankt Petersburg";"ROSJA, Sankt Petersburg";"Piotr Paweł Bauć";"TR";"174/12";2326,66;797,46;2000,58;0;0;0;0;0;5124,7;"KPMB  21. Konferencja Parlamentarna Morza Bałtyckiego";"59.9342802 30.3350986 0";1031.6;"<LineString><coordinates>30.3350986,59.9342802 21.028075,52.225208</coordinates></LineString>"
157;"25-28.08.2012";"ROSJA: Sankt Petersburg";"ROSJA, Sankt Petersburg";"Jerzy Borowczak";"PO";"174/12";2326,66;797,46;1929,59;0;0;0;-3,77;0;5057,48;"KPMB  21. Konferencja Parlamentarna Morza Bałtyckiego";"59.9342802 30.3350986 0";1031.6;"<LineString><coordinates>30.3350986,59.9342802 21.028075,52.225208</coordinates></LineString>"
157;"25-28.08.2012";"ROSJA: Sankt Petersburg";"ROSJA, Sankt Petersburg";"Stanisław Wziątek";"SLD";"174/12";2326,66;797,46;1929,59;0;0;0;-1,08;0;5054,79;"KPMB  21. Konferencja Parlamentarna Morza Bałtyckiego";"59.9342802 30.3350986 0";1031.6;"<LineString><coordinates>30.3350986,59.9342802 21.028075,52.225208</coordinates></LineString>"
158;"31.08- 2.09.2012";"WŁOCHY: Rzym";"WŁOCHY, Rzym";"Jan Dziedziczak";"PiS";"175/12";2724,59;1018,75;935,82;0;0;0;-0,11;0;4679,27;"III Międzynarodowa Konferencja Parlamentarzystów Katolickich";"41.9027835 12.4963655 0";1315.3;"<LineString><coordinates>12.4963655,41.9027835 21.028075,52.225208</coordinates></LineString>"
158;"31.08- 2.09.2012";"WŁOCHY: Rzym";"WŁOCHY, Rzym";"Krzysztof Szczerski";"PiS";"175/12";2794,79;1018,75;935,82;0;0;0;0,24;0;4749,12;"III Międzynarodowa Konferencja Parlamentarzystów Katolickich";"41.9027835 12.4963655 0";1315.3;"<LineString><coordinates>12.4963655,41.9027835 21.028075,52.225208</coordinates></LineString>"
159;"2-3.09.2012";"FRANCJA Nicea";"FRANCJA, Nicea";"Andrzej Halicki";"PO";"179/12";0;0;0;0;0;0;0;0;0;"ZPRE  Posiedzenie Prezydium";"43.7101728 7.2619532 0";1391.2;"<LineString><coordinates>7.2619532,43.7101728 21.028075,52.225208</coordinates></LineString>"
160;"3.09.2012";"BIAŁORUŚ Grodno";"BIAŁORUŚ, Grodno";"Jan Dziedziczak";"PiS";"188/12";0;88,39;0;0;0;0;0;0;88,39;"LPG Spotkanie Związku Polaków na Białorusi";"53.666667 23.833333 0";247.0;"<LineString><coordinates>23.833333,53.666667 21.028075,52.225208</coordinates></LineString>"
161;"3-5.09.2012";"FRANCJA Paryż WIELKA BRYTANIA: Londyn";"FRANCJA, Paryż";"Tadeusz Iwiński";"SLD";"180/12";4306,18;449,4;1892,86;0;0;0;-1,47;0;6649,91;"ZPRE  Komisja Monitoringowa, Podkomisja ds. stosunków z Europejskim Bankiem Odbudowy i Rozwoju";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
162;"4-10.09.2012";"FILIPINY Manila";"FILIPINY, Manila";"Jerzy Wenderlich";"SLD";"185/12";20019,96;818,29;1686,7;0;0;0;-176,71;0;22701,66;"Spotkania w Izbie Reprezentantów oraz Ministerstwie Obrony Narodowej Filipin";"14.5995124 120.9842195 0";9391.1;"<LineString><coordinates>120.9842195,14.5995124 21.028075,52.225208</coordinates></LineString>"
162;"4-10.09.2012";"FILIPINY Manila";"FILIPINY, Manila";"Adam Szejnfeld";"PO";"185/12";20019,96;818,29;1686,7;0;0;0;-159,48;0;22684,43;"Spotkania w Izbie Reprezentantów oraz Ministerstwie Obrony Narodowej Filipin";"14.5995124 120.9842195 0";9391.1;"<LineString><coordinates>120.9842195,14.5995124 21.028075,52.225208</coordinates></LineString>"
163;"5-6.09.2012";"FRANCJA Paryż";"FRANCJA, Paryż";"Adam Hofman";"PiS";"184/12";2625;436,53;498,89;0;0;0;0;0;3560,42;"ZPRE  Komisja Zagadnień Prawnych i Praw Człowieka";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
163;"5-6.09.2012";"FRANCJA Paryż";"FRANCJA, Paryż";"Mariusz Antoni Kamiński";"PiS";"184/12";2625;436,53;382,48;0;0;0;0,01;0;3444;"ZPRE  Komisja Zagadnień Prawnych i Praw Człowieka";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
163;"5-6.09.2012";"FRANCJA Paryż";"FRANCJA, Paryż";"Adam Rogacki";"PiS";"184/12";2625;436,53;498,88;0;0;0;0;0;3560,41;"ZPRE  Komisja Zagadnień Prawnych i Praw Człowieka";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
164;"6-7.09.2012";"FRANCJA Paryż";"FRANCJA, Paryż";"Stanisław Huskowski";"PO";"182/12";3255;440,53;259,49;0;0;0;-8,1;0;3963,12;"ZPRE  Komisja ds. Społecznych, Zdrowia i Zrównoważonego Rozwoju";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
165;"6-7.09.2012";"FRANCJA Paryż";"FRANCJA, Paryż";"Łukasz Zbonikowski";"PiS";"186/12";0;0;0;0;0;0;-19,58;0;19,58;"ZPRE  Komisja ds. Społecznych, Zdrowia i Zrównoważonego Rozwoju";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
166;"8-11.09.2012";"CYPR Paphos";"CYPR, Paphos";"Grzegorz Schetyna";"PO";"187/12";3582,77;378,79;1019,77;0;0;0;-6,65;0;4987,98;"SUE, SZA Międzyparlamentarna Konferencja ds. Wspólnej Polityki Zagranicznej i Bezpieczeństwa oraz Wspólnej Polityki Bezpieczeństwa i Obrony";"34.7720133 32.4297369 0";2141.8;"<LineString><coordinates>32.4297369,34.7720133 21.028075,52.225208</coordinates></LineString>"
166;"8-11.09.2012";"CYPR Paphos";"CYPR, Paphos";"Andrzej Gałażewski";"PO";"187/12";3690,41;439,9;1529,65;0;0;0;-9,96;0;5669,92;"SUE, SZA Międzyparlamentarna Konferencja ds. Wspólnej Polityki Zagranicznej i Bezpieczeństwa oraz Wspólnej Polityki Bezpieczeństwa i Obrony";"34.7720133 32.4297369 0";2141.8;"<LineString><coordinates>32.4297369,34.7720133 21.028075,52.225208</coordinates></LineString>"
167;"9-11.09.2012";"FINLANDIA Helsinki";"FINLANDIA, Helsinki";"Tadeusz Iwiński";"SLD";"181/12";2244,57;347,39;1132,94;0;0;0;0;0;3724,9;"ZPRE  Komisja ds. Politycznych i Demokracji";"60.1733244 24.9410248 0";916.0;"<LineString><coordinates>24.9410248,60.1733244 21.028075,52.225208</coordinates></LineString>"
168;"9-12.09.2012";"FRANCJA Brest";"FRANCJA, Brest";"Dariusz Seliga";"PiS";"183/12";2975,48;661,38;0;0;0;0;0;0;3636,86;"OBN 10. Letni Uniwersytet Obrony";"48.390394 -4.486076 0";1851.2;"<LineString><coordinates>-4.486076,48.390394 21.028075,52.225208</coordinates></LineString>"
168;"9-12.09.2012";"FRANCJA Brest";"FRANCJA, Brest";"Stanisław Wziątek";"SLD";"183/12";2975,48;661,38;0;0;0;0;0;0;3636,86;"OBN 10. Letni Uniwersytet Obrony";"48.390394 -4.486076 0";1851.2;"<LineString><coordinates>-4.486076,48.390394 21.028075,52.225208</coordinates></LineString>"
169;"12-13.09.2012";"ALBANIA Tirana";"ALBANIA, Tirana";"Robert Biedroń";"TR";"191/12";1859,35;309,56;373,72;0;0;0;0;0;2542,63;"ZPRE  Komisja ds. Równości i Niedyskryminacji ZPRE";"41.3275459 19.8186982 0";1215.3;"<LineString><coordinates>19.8186982,41.3275459 21.028075,52.225208</coordinates></LineString>"
170;"13.09.2012";"NIEMCY: Berlin";"NIEMCY, Berlin";"Bogusław Wontor";"SLD";"193/12";2883,1;213,97;0;0;0;0;0;0;3097,07;"Spotkania parlamentarne w Niemieckim Bundestagu oraz udział w Międzynarodowej Wystawie Lotnictwa i Astronautyki (ILA 2012)";"52.5200066 13.404954 0";518.4;"<LineString><coordinates>13.404954,52.5200066 21.028075,52.225208</coordinates></LineString>"
170;"13.09.2012";"NIEMCY: Berlin";"NIEMCY, Berlin";"Maciej Mroczek";"TR";"193/12";2883,1;213,97;0;0;0;0;0;0;3097,07;"Spotkania parlamentarne w Niemieckim Bundestagu oraz udział w Międzynarodowej Wystawie Lotnictwa i Astronautyki (ILA 2012)";"52.5200066 13.404954 0";518.4;"<LineString><coordinates>13.404954,52.5200066 21.028075,52.225208</coordinates></LineString>"
170;"13.09.2012";"NIEMCY: Berlin";"NIEMCY, Berlin";"Jan Bury";"PSL";"193/12";2883,1;213,97;0;0;0;0;0;0;3097,07;"Spotkania parlamentarne w Niemieckim Bundestagu oraz udział w Międzynarodowej Wystawie Lotnictwa i Astronautyki (ILA 2012)";"52.5200066 13.404954 0";518.4;"<LineString><coordinates>13.404954,52.5200066 21.028075,52.225208</coordinates></LineString>"
170;"13.09.2012";"NIEMCY: Berlin";"NIEMCY, Berlin";"Małgorzata Sekuła- Szmajdzińska";"SLD";"193/12";2883,1;213,97;0;0;0;0;0;0;3097,07;"Spotkania parlamentarne w Niemieckim Bundestagu oraz udział w Międzynarodowej Wystawie Lotnictwa i Astronautyki (ILA 2012)";"52.5200066 13.404954 0";518.4;"<LineString><coordinates>13.404954,52.5200066 21.028075,52.225208</coordinates></LineString>"
171;"13-14.09.2012";"ESTONIA Tallin";"ESTONIA, Tallin";"Adam Kępiński";"TR";"196/12";2787,27;221,12;289,48;0;0;0;-1,49;0;3299,36;"UE  Wspólne spotkanie Komisji ds. UE parlamentów Polski, Litwy, Łotwy i Estonii";"59.4369608 24.7535746 0";834.7;"<LineString><coordinates>24.7535746,59.4369608 21.028075,52.225208</coordinates></LineString>"
172;"13-15.09.2012";"FRANCJA Paryż";"FRANCJA, Paryż";"Łukasz Zbonikowski";"PiS";"192/12";2624;654;249,14;0;0;0;-16,93;0;3544,07;"ZPRE  Komisja ds. Migracji, Uchodźców i Osób Przesiedlonych ZPRE";"48.856614 2.3522219 0";1367.7;"<LineString><coordinates>2.3522219,48.856614 21.028075,52.225208</coordinates></LineString>"
173;"13-16.09.2012";"UKRAINA: Jałta";"UKRAINA, Jałta";"Ryszard Kalisz";"SLD";"189/12";2649,21;374,32;1142,37;0;0;0;-0,15;0;4166,05;"SPC  IX konferencja pt. 'UKRAINA: i Świat - razem wobec wyzwań przyszłości'";"44.495205 34.166301 0";1293.1;"<LineString><coordinates>34.166301,44.495205 21.028075,52.225208</coordinates></LineString>"
174;"14.09.2012";"BIAŁORUŚ Brześć";"BIAŁORUŚ, Brześć";"Adam Kwiatkowski";"PiS";"202/12";0;82,72;0;0;0;0;0;0;82,72;"LPG Spotkanie z zarządem drużyny sportowej 'Sokół-Brześć'";"52.133333 23.666667 0";180.2;"<LineString><coordinates>23.666667,52.133333 21.028075,52.225208</coordinates></LineString>"
175;"14-16.09.2012";"UKRAINA: Jałta";"UKRAINA, Jałta";"Marcin Święcicki";"PO";"197/12";4173,57;296,52;757,28;0;0;316,55;-11,47;0;5555,39;"IX konferencja pt. 'UKRAINA: i Świat - razem wobec wyzwań przyszłości'";"44.495205 34.166301 0";1293.1;"<LineString><coordinates>34.166301,44.495205 21.028075,52.225208</coordinates></LineString>"
176;"15-17.09.2012";"LITWA: Soleczniki";"LITWA, Soleczniki";"Jerzy Szmit";"PiS";"198/12";1055,62;0;0;0;0;0;0;0;1055,62;"Udział w 'Dożynkach 2012'";"54.309767 25.387564 0";371.1;"<LineString><coordinates>25.387564,54.309767 21.028075,52.225208</coordinates></LineString>"
