nrk;teryt;nro;adres;lwug;lkw;lkwzu;lgnw;lgw;freq;pgnw;lwug15;lkw15;lkwzu15;lgnw15;lgw15;freq15;pgnw15;dup.addr
18694;77926;160706;3;Kino 48-385 Otmuchów ul.Rynek 7;1093;251;251;24;227;22.96;9.56;1075;490;490;30;460;45.58;6.12;Kino|Otmuchów|ul. Rynek 7 |48-385 Otmuchów
18717;77949;160707;12;Wiejski Dom Ludowy 48-370 Kozielno 38;251;26;26;2;24;10.36;7.69;252;70;70;6;64;27.78;8.57;Wiejski Dom Ludowy|Kozielno| 38 |48-370 Paczków
18729;77960;160709;4;Szkoła Podstawowa 48-320 Makowice 61;480;54;54;5;49;11.25;9.26;472;142;142;12;130;30.08;8.45;Szkoła Podstawowa w Makowicach|Makowice| 61 |48-320 Skoroszyce
18787;78017;160807;2;Ochotnicza Straż Pożarna 46-048 Kadłub Wolny ul. Szkolna 5;618;82;82;7;75;13.27;8.54;623;177;177;16;161;28.41;9.04;Ochotnicza Straż Pożarna|Kadłub Wolny|ul. Szkolna 5 |46-048 Zębowice
18819;91042;160903;15;Samodzielny Publiczny Zespół Szpitali Pulmonologiczno - Reumatologicznych w Kup 46-082 Kup ul. Miarki 14;73;20;20;3;17;27.4;15;69;44;44;3;41;63.77;6.82;Szpital w Kup|Kup|ul. Miarki 14 |46-082 Kup
18870;78098;160908;15;Świetlica Wiejska 46-040 Krzyżowa Dolina ul. Powstańców Śląskich 29;613;40;40;3;37;6.53;7.5;609;147;147;9;138;24.14;6.12;Świetlica Wiejska|Krzyżowa Dolina|ul. Powstańców Śląskich 29 |46-040 Ozimek
18899;78125;160912;1;Świetlica Wiejska w Szydłowie 49-130 Szydłów ul. Kościelna 2;368;81;81;8;73;22.01;9.88;357;148;148;10;138;41.46;6.76;Świetlica Wiejska w Szydłowie|Szydłów|ul. Kościelna 2 |49-130 Tułowice
18900;78126;160912;2;Świetlica Wiejska w Skarbiszowicach 49-130 Skarbiszowice 17;175;51;51;6;45;29.14;11.76;177;81;81;8;73;45.76;9.88;Świetlica Wiejska w Skarbiszowicach|Skarbiszowice| 17 |49-130 Tułowice
18901;78127;160912;3;Budynek po sklepie w Goszczowicach 49-130 Goszczowice 43;230;36;36;4;32;15.65;11.11;221;96;96;11;85;43.44;11.46;Świetlica Wiejska w Goszczowicach|Goszczowice| 43a |49-130 Tułowice
18926;78151;161001;12;Rolnicza Spółdzielnia Produkcyjna 48-210 Rostkowice 38;334;17;17;2;15;5.09;11.76;330;111;111;7;104;33.64;6.31;Rolnicza Spółdzielnia Produkcyjna|Rostkowice| 38 |48-210 Biała
18944;78167;161002;12;Świetlica Środowiskowa 48-250 Kazimierz 99;385;48;48;4;44;12.47;8.33;389;136;136;9;127;34.96;6.62;Świetlica Wiejska|Kazimierz| 99 |48-250 Głogówek
18980;78203;161004;22;Wiejski Dom Kultury 48-200 Piorunkowice 53;171;52;52;10;42;30.41;19.23;169;78;78;5;73;46.15;6.41;Wiejski Dom Kultury|Piorunkowice| 53 |48-200 Prudnik
18997;78217;161102;5;Świetlica Wiejska 47-133 Barut ul. Wiejska 65;447;30;30;2;28;6.71;6.67;447;109;109;7;102;24.38;6.42;Świetlica Wiejska|Barut|ul. Wiejska 65 |47-133 Jemielnica
