nrk;pgnw;freq;lgw;lgnw;pPiS;pPO
89326;4.27;39.12;673;30;29.87;27.34
89327;3.35;39.34;606;21;31.19;21.45
89328;4.11;47.50;1073;46;26.56;26.56
89329;32.00;28.09;17;8;41.18;29.41
89330;2.97;32.69;261;8;30.65;14.18
89331;3.68;41.15;262;10;20.23;17.56
89332;7.12;32.08;261;20;28.74;16.86
89333;5.38;35.73;334;19;35.03;18.86
89334;5.05;28.53;282;15;29.43;23.05
89335;2.12;42.09;461;10;48.81;19.74
89336;2.23;38.86;394;9;38.32;24.87
89337;1.98;45.62;644;13;29.35;21.89
89338;4.17;36.06;207;9;39.13;13.53
89339;2.53;43.24;539;14;35.06;21.71
89340;2.93;44.98;530;16;35.09;23.58
89341;6.40;38.72;395;27;41.01;20.25
89342;6.82;32.67;246;18;41.46;13.82
89343;4.24;33.27;158;7;51.90;18.99
89344;11.11;31.76;72;9;31.94;20.83
89345;7.41;27.84;75;6;32.00;16.00
89346;7.87;42.79;82;7;47.56;14.63
89347;4.07;39.89;683;29;25.33;22.99
89348;3.07;48.37;662;21;32.93;19.03
89349;4.02;40.68;358;15;28.49;32.68
89350;6.01;39.66;438;28;31.96;24.89
89351;5.95;29.11;253;16;48.22;15.42
89352;4.48;40.27;704;33;32.67;18.47
89353;5.34;38.42;815;46;30.31;25.77
89354;4.36;24.73;285;13;37.89;24.21
89355;9.59;30.42;132;14;23.48;34.85
89356;6.67;27.03;112;8;27.68;28.57
89357;4.84;32.19;295;15;31.86;22.71
89358;7.21;42.48;579;45;27.12;34.54
89359;4.65;38.17;246;12;46.34;17.89
89360;5.30;30.88;143;8;44.76;14.69
89361;5.62;26.57;168;10;29.17;29.76
89362;3.73;42.82;491;19;32.18;26.48
89363;4.41;43.72;499;23;24.85;28.86
89364;5.02;34.36;606;32;24.75;29.37
89365;12.76;27.65;212;31;24.06;32.55
89366;4.38;39.14;589;27;32.26;30.56
89367;2.37;37.67;577;14;31.37;32.06
89368;3.93;40.13;611;25;29.62;32.57
89369;1.87;42.95;681;13;30.54;28.63
89370;4.52;32.16;444;21;29.50;31.31
89371;1.51;49.91;521;8;18.62;36.08
89372;3.02;47.79;450;14;18.89;42.67
89373;2.07;41.70;379;8;27.70;29.55
89374;3.97;43.77;435;18;25.06;34.71
89375;4.09;46.85;492;21;21.34;43.09
89376;3.31;47.32;409;14;24.45;36.19
89377;2.03;45.71;386;8;24.09;36.01
89378;2.17;41.29;406;9;26.11;41.38
89379;2.37;41.17;330;8;25.76;35.15
89380;1.41;44.46;491;7;17.11;38.90
89381;3.52;50.89;494;18;22.67;35.63
89382;1.54;42.62;449;7;26.73;38.08
89383;2.35;44.78;498;12;18.67;38.55
89384;5.16;31.67;349;19;23.50;35.53
89385;3.38;38.14;143;5;24.48;34.27
89386;3.35;51.93;404;14;23.02;38.12
89387;0.00;62.50;25;0;20.00;40.00
89388;6.22;38.98;799;53;29.41;39.30
89389;2.44;40.60;838;21;28.76;34.37
89390;5.10;38.01;149;8;22.82;51.01
89391;7.04;29.65;132;10;18.18;49.24
89392;2.86;40.54;102;3;15.69;46.08
89393;8.11;80.43;34;3;2.94;5.88
89394;3.72;45.40;466;18;34.55;27.47
89395;5.32;39.10;552;31;28.62;34.96
89396;3.33;43.26;726;25;29.34;35.12
89397;1.89;50.24;624;12;35.90;29.33
89398;2.39;43.91;817;20;28.15;36.11
89399;2.22;48.39;397;9;25.94;35.52
89400;2.34;32.16;125;3;28.80;40.00
89401;4.38;31.35;131;6;19.08;43.51
89402;3.95;33.66;365;15;28.77;33.70
89403;5.15;39.84;424;23;39.39;27.12
89404;4.08;31.94;235;10;35.32;29.79
89405;9.22;36.98;325;33;39.69;27.08
89406;5.16;32.03;202;11;37.13;32.18
89407;12.50;55.17;14;2;35.71;28.57
89408;3.73;40.78;671;26;32.04;29.81
89409;5.67;29.04;183;11;25.68;20.22
89410;5.74;31.28;115;7;36.52;21.74
89411;3.55;34.87;190;7;38.95;22.11
89412;5.05;45.83;715;38;23.64;31.05
89413;2.75;41.19;778;22;25.45;32.39
89414;2.21;46.70;796;18;25.50;30.40
89415;3.68;34.11;550;21;26.18;31.45
89416;3.68;45.98;837;32;24.73;32.50
89417;2.53;32.64;308;8;22.73;25.00
89418;3.64;31.20;291;11;24.05;26.80
89419;6.69;23.66;223;16;24.22;38.12
89420;6.94;30.96;295;22;25.08;34.58
89421;3.50;28.34;248;9;32.66;24.19
89422;7.46;29.16;211;17;27.01;22.75
89423;13.19;31.27;79;12;37.97;13.92
89424;7.79;37.37;367;31;27.25;30.79
89425;4.30;41.21;534;24;33.90;26.03
89426;4.93;43.54;772;40;27.98;21.24
89427;1.98;32.56;248;5;33.47;14.52
89428;3.85;34.57;375;15;32.27;22.67
89429;4.73;44.15;665;33;24.21;32.03
89430;11.76;22.37;30;4;10.00;70.00
89431;1.41;29.96;70;1;25.71;22.86
89432;4.55;38.84;231;11;37.66;26.84
89433;4.67;40.04;510;25;38.24;25.29
89434;7.27;38.67;459;36;31.81;26.80
89435;6.69;35.33;237;17;32.07;21.94
89436;7.96;23.59;104;9;36.54;18.27
89437;17.65;34.58;84;18;5.95;67.86
89438;1.64;50.36;479;8;30.69;22.34
89439;1.71;46.21;402;7;36.32;24.13
89440;1.26;45.62;391;5;33.76;23.79
89441;3.10;51.19;437;14;33.64;27.00
89442;2.89;50.31;471;14;27.81;25.69
89443;2.99;47.34;389;12;37.02;26.22
89444;3.53;35.74;301;11;34.88;28.57
89445;2.34;34.02;292;7;43.84;24.66
89446;2.77;43.01;386;11;32.64;24.35
89447;2.38;39.01;246;6;30.08;26.02
89448;6.10;31.12;277;18;42.96;23.47
89449;2.94;35.21;231;7;36.80;20.35
89450;2.88;47.27;303;9;28.71;21.12
89451;7.77;38.01;285;24;48.42;15.44
89452;4.41;29.89;130;6;36.92;27.69
89453;2.86;92.11;34;1;14.71;50.00
89454;10.42;26.23;43;5;37.21;13.95
89455;3.43;47.94;619;22;27.46;24.23
89456;3.61;38.34;347;13;21.61;29.68
89457;6.28;28.17;179;12;39.11;26.82
89458;4.61;28.28;331;16;17.22;35.95
89459;11.32;27.04;94;12;23.40;35.11
89460;6.69;34.75;251;18;32.27;29.08
89461;12.35;41.33;71;10;36.62;39.44
89462;4.01;40.54;743;31;32.57;25.84
89463;6.19;33.89;288;19;26.74;32.29
89464;3.34;47.36;954;33;28.30;34.17
89465;7.14;33.04;351;27;28.21;29.34
89466;8.19;33.65;325;29;24.92;37.23
89467;3.71;37.35;415;16;27.71;31.33
89468;2.13;37.76;506;11;25.10;29.45
89469;3.38;36.56;514;18;33.07;26.07
89470;8.33;62.50;55;5;34.55;27.27
89471;6.11;40.71;599;39;33.72;24.37
89472;5.58;33.33;186;11;31.18;18.28
89473;5.19;39.81;365;20;38.36;20.55
89474;1.93;51.29;1166;23;24.53;31.13
89475;2.66;47.93;586;16;25.43;32.25
89476;NA;NA;0;0;25.00;30.58
89477;2.01;43.02;976;20;28.38;28.89
89478;2.95;41.83;922;28;32.86;30.91
89479;3.07;49.33;537;17;29.42;30.35
89480;3.29;48.87;500;17;22.60;34.00
89481;2.47;51.04;1146;29;29.93;29.58
89482;1.02;55.38;774;8;31.01;31.78
89483;2.10;56.85;1028;22;28.11;28.70
89484;4.50;40.86;382;18;43.46;19.63
89485;5.03;31.96;170;9;34.12;27.06
89486;2.66;36.58;256;7;24.22;23.44
89487;5.15;36.27;129;7;47.29;15.50
89488;4.64;40.44;226;11;35.84;23.45
89489;5.19;33.17;128;7;56.25;17.19
89490;7.10;34.21;170;13;35.88;21.18
89491;1.89;36.35;260;5;28.85;28.08
89492;5.69;39.61;514;31;23.15;17.70
89493;0.00;12.50;2;0;0.00;50.00
89494;3.62;50.85;666;25;26.58;30.03
89495;3.01;51.44;676;21;26.04;30.33
89496;2.79;53.18;732;21;25.55;32.65
89497;4.71;44.80;587;29;22.66;31.86
89498;5.90;35.95;383;24;31.33;31.33
89499;5.01;49.34;740;39;17.16;33.24
89500;2.43;46.78;722;18;24.52;30.89
89501;2.17;41.12;451;10;33.04;21.06
89502;5.92;43.80;286;18;26.92;19.23
89503;5.48;35.89;500;29;30.80;24.40
89504;8.16;36.53;304;27;24.67;32.89
89505;12.37;33.11;85;12;21.18;44.71
89506;1.90;49.56;880;17;23.64;31.82
89507;3.58;43.52;674;25;22.11;24.78
89508;7.36;37.35;365;29;34.25;24.66
89509;4.35;34.94;264;12;20.83;30.30
89510;3.62;27.60;266;10;38.35;19.92
89511;2.13;50.24;505;11;20.40;28.32
89512;1.60;45.39;184;3;48.91;17.39
89513;3.92;43.14;785;32;20.89;26.50
89514;3.63;40.55;796;30;21.86;32.04
89515;6.05;40.32;264;17;27.65;18.56
89516;2.71;42.20;935;26;27.27;29.09
89517;2.91;44.29;802;24;20.82;29.05
89518;3.82;42.23;277;11;27.80;29.96
89519;5.46;39.93;225;13;34.67;23.56
89520;5.88;31.08;208;13;30.29;22.12
89521;5.90;28.63;351;22;26.21;27.07
89522;15.57;41.70;244;45;6.56;66.39
89523;2.96;51.00;1016;31;27.36;30.31
89524;2.24;46.85;829;19;27.38;30.88
89525;4.08;49.21;870;37;30.00;27.24
89526;1.91;50.97;875;17;28.00;30.97
89527;2.84;44.23;410;12;27.56;29.51
89528;2.04;52.45;672;14;27.08;28.27
89529;4.43;50.06;820;38;24.27;32.80
89530;2.17;47.31;947;21;26.19;27.46
89531;4.95;36.51;211;11;25.12;26.54
89532;5.40;42.70;473;27;22.20;35.52
89533;11.29;35.89;220;28;31.36;28.64
89534;3.66;35.70;368;14;23.91;39.13
89535;2.81;53.96;622;18;25.88;24.28
89536;4.04;47.52;617;26;25.93;31.44
89537;3.57;31.05;324;12;26.85;23.15
89538;1.75;60.64;56;1;33.93;25.00
89539;2.94;50.99;825;25;19.27;29.33
89540;2.64;53.49;626;17;25.88;27.96
89541;4.73;41.35;503;25;27.04;27.24
89542;1.42;59.06;556;8;21.04;27.70
89543;7.31;37.21;406;32;22.91;32.51
89544;6.25;45.71;15;1;26.67;20.00
89545;11.03;30.21;129;16;17.05;27.13
89546;5.95;37.25;158;10;26.58;29.75
89547;4.23;30.28;136;6;24.26;27.21
89548;6.07;39.54;650;42;23.23;27.54
89549;3.93;51.35;293;12;25.60;29.69
89550;3.05;55.84;445;14;19.55;31.01
89551;6.15;28.70;244;16;36.89;25.00
89552;3.62;30.70;266;10;33.46;32.71
89553;4.76;29.58;240;12;31.25;22.08
89554;4.43;42.25;927;43;25.67;30.53
89555;2.73;48.71;571;16;23.82;29.60
89556;1.88;42.71;836;16;29.55;29.55
89557;1.86;49.42;842;16;28.27;28.27
89558;2.64;43.55;700;19;25.29;29.43
89559;3.08;41.18;283;9;25.80;33.92
89560;1.76;48.21;1005;18;26.77;30.55
89561;1.40;44.55;564;8;25.89;26.95
89562;3.81;43.79;353;14;32.86;30.31
89563;2.03;50.90;1111;23;25.65;28.98
89564;3.15;41.42;708;23;26.84;32.77
89565;2.01;46.62;731;15;27.91;31.05
89566;2.28;43.47;514;12;35.02;28.21
89567;0.00;49.33;37;0;32.43;29.73
89568;7.95;42.70;417;36;39.09;17.75
89569;3.46;33.80;279;10;26.16;22.22
89570;3.14;38.58;216;7;38.43;9.72
89571;5.21;38.55;182;10;35.71;14.29
89572;2.27;41.72;431;10;29.93;29.70
89573;4.72;39.30;404;20;29.70;33.42
89574;3.12;40.84;434;14;29.49;32.49
89575;6.50;26.96;302;21;33.44;23.18
89576;9.84;34.90;174;19;27.59;17.82
89577;7.32;29.93;190;15;35.26;23.68
89578;6.77;32.48;578;42;30.80;32.70
89579;4.97;38.84;554;29;27.80;29.24
89580;5.78;43.96;391;24;42.46;20.46
89581;5.92;39.12;445;28;41.12;17.53
89582;4.52;31.57;296;14;41.55;21.62
89583;8.08;37.54;489;43;55.01;13.50
89584;3.66;38.60;737;28;30.80;25.10
89585;2.59;46.33;714;19;27.45;30.95
89586;3.00;39.29;614;19;32.57;28.34
89587;2.51;44.16;856;22;31.19;27.22
89588;6.69;39.35;600;43;30.67;27.50
89589;4.87;41.71;586;30;33.96;26.11
89590;5.31;33.61;232;13;36.21;26.72
89591;3.77;33.01;230;9;33.04;24.78
89592;4.11;34.76;210;9;36.19;29.05
89593;1.92;31.52;357;7;29.97;27.45
89594;4.78;35.65;597;30;33.67;23.79
89595;4.16;36.20;553;24;40.33;25.50
89596;20.00;13.16;4;1;25.00;25.00
89597;5.22;33.92;381;21;38.85;25.98
89598;4.02;31.64;215;9;35.81;28.84
89599;2.63;40.75;296;8;40.54;18.92
89600;3.85;36.11;200;8;30.00;14.00
89601;2.65;35.47;367;10;28.61;30.25
89602;6.98;31.62;160;12;18.75;26.88
89603;5.00;34.43;228;12;31.58;22.81
89604;2.03;31.26;241;5;24.07;19.92
89605;4.41;40.24;477;22;22.01;29.98
89606;2.54;37.63;384;10;26.82;29.17
89607;3.38;35.33;314;11;20.06;30.89
89608;2.80;51.53;901;26;26.86;27.52
89609;2.34;43.13;708;17;26.27;30.08
89610;1.34;47.96;661;9;30.26;32.22
89611;3.25;44.39;536;18;32.46;22.57
89612;2.72;51.59;929;26;27.99;30.57
89613;2.00;40.73;736;15;29.62;29.35
89614;3.69;39.53;600;23;27.83;27.67
89615;2.25;44.40;608;14;25.66;26.97
89616;1.74;48.77;566;10;31.63;28.27
89617;1.05;50.61;660;7;26.67;27.12
89618;3.68;58.13;654;25;19.11;24.62
89619;3.31;40.99;409;14;29.83;28.12
89620;2.09;50.49;704;15;25.71;28.98
89621;3.17;41.01;581;19;25.82;32.19
89622;2.92;48.23;699;21;35.19;24.89
89623;2.79;38.11;592;17;21.62;33.28
89624;2.61;40.58;598;16;32.94;26.76
89625;1.77;52.41;610;11;29.18;24.10
89626;1.62;54.51;790;13;27.85;31.52
89627;1.95;46.12;553;11;26.76;29.29
89628;3.65;38.58;475;18;27.16;28.42
89629;5.71;100.00;33;2;33.33;30.30
89630;3.70;100.00;26;1;30.77;34.62
89631;6.55;32.31;314;22;28.34;24.52
89632;8.70;27.11;252;24;30.56;26.98
89633;5.85;25.99;161;10;29.81;29.81
89634;4.77;40.44;818;41;29.34;32.27
89635;2.98;34.30;618;19;29.29;28.80
89636;5.65;30.22;217;13;32.72;28.57
89637;6.36;29.76;265;18;29.06;26.04
89638;2.67;39.18;437;12;29.52;21.51
89639;2.83;39.25;275;8;30.91;28.36
89640;4.17;30.77;92;4;38.04;22.83
89641;10.00;27.50;99;11;38.38;23.23
89642;4.31;36.39;711;32;30.80;23.63
89643;3.37;33.30;373;13;24.40;28.95
89644;3.28;42.58;855;29;27.84;26.90
89645;4.43;37.21;410;19;24.88;31.46
89646;2.07;43.15;521;11;29.94;31.29
89647;3.11;41.55;717;23;24.83;35.70
89648;2.83;42.47;756;22;27.65;32.14
89649;4.88;34.71;312;16;34.94;27.56
89650;5.65;28.62;468;28;28.63;26.92
89651;4.35;37.67;352;16;30.97;19.03
89652;20.83;19.67;19;5;21.05;47.37
89653;10.34;79.45;52;6;11.54;48.08
89654;NA;0.00;0;0;0.00;0.00
89655;4.49;46.22;298;14;64.43;12.08
89656;5.43;37.25;366;21;25.14;33.88
89657;2.69;30.95;253;7;37.94;29.25
89658;3.31;37.18;614;21;32.25;26.71
89659;6.84;31.03;109;8;43.12;16.51
89660;8.18;28.35;247;22;36.84;24.70
89661;6.10;34.97;308;20;35.06;37.01
89662;4.58;42.46;250;12;40.00;27.60
89663;2.50;34.98;664;17;24.40;30.72
89664;9.50;27.20;162;17;23.46;17.28
89665;5.09;35.34;373;20;38.87;12.06
89666;4.44;38.35;409;19;34.96;22.49
89667;3.09;37.10;534;17;33.33;27.15
89668;2.36;34.45;621;15;27.05;23.03
89669;3.53;38.07;328;12;36.59;25.30
89670;2.23;33.93;482;11;35.27;17.43
89671;3.41;35.97;312;11;36.22;22.44
89672;3.33;46.15;348;12;38.51;27.87
89673;2.80;51.27;1076;31;24.44;32.81
89674;3.74;44.28;540;21;27.78;28.89
89675;1.33;43.77;222;3;39.64;21.62
89676;9.17;27.59;297;30;32.66;24.92
89677;4.31;37.19;200;9;31.50;21.50
89678;4.28;38.24;291;13;28.18;24.05
89679;3.62;29.59;213;8;32.86;29.58
89680;3.49;33.73;166;6;31.33;31.93
89681;5.54;41.58;273;16;33.70;25.64
89682;2.44;31.62;120;3;31.67;20.00
89683;7.96;33.53;104;9;23.08;33.65
89684;3.22;48.24;331;11;21.45;35.05
89685;5.75;49.62;492;30;47.36;17.28
89686;4.34;36.53;397;18;41.81;18.39
89687;9.87;31.92;210;23;51.43;15.71
89688;5.81;38.71;389;24;45.76;19.54
89689;1.89;41.76;674;13;35.76;27.60
89690;4.82;40.10;671;34;37.11;27.87
89691;3.73;41.71;593;23;32.38;22.93
89692;3.50;44.74;800;29;34.25;25.75
89693;2.37;45.98;782;19;33.89;27.62
89694;2.53;49.95;463;12;32.61;28.08
89695;3.12;47.50;745;24;32.08;26.71
89696;3.16;39.97;245;8;46.53;15.51
89697;3.10;39.58;313;10;30.35;20.13
89698;3.88;37.91;297;12;35.69;22.22
89699;6.71;35.39;278;20;41.73;22.66
89700;4.33;41.43;199;9;53.77;14.07
89701;2.66;40.73;293;8;31.74;22.53
89702;3.07;39.43;253;8;48.62;15.81
89703;5.91;30.38;239;15;47.70;17.57
89704;12.50;29.27;21;3;33.33;14.29
89705;2.24;50.65;610;14;32.79;26.07
89706;3.40;53.24;739;26;28.28;27.33
89707;2.19;51.95;624;14;30.45;28.85
89708;2.68;43.47;580;16;34.83;22.76
89709;1.54;44.13;577;9;29.29;27.73
89710;4.45;35.21;322;15;36.65;24.53
89711;2.32;43.26;928;22;27.69;28.23
89712;5.12;41.28;759;41;28.72;22.79
89713;1.68;58.16;876;15;25.80;28.42
89714;2.87;38.86;339;10;31.27;31.27
89715;3.37;51.84;545;19;27.71;31.38
89716;2.19;41.69;626;14;31.63;29.87
89717;2.20;49.90;932;21;27.68;32.19
89718;1.82;49.93;754;14;32.63;30.90
89719;1.65;47.34;1014;17;29.78;31.56
89720;2.20;54.12;1155;26;33.25;28.57
89721;2.10;50.64;698;15;24.07;31.52
89722;3.51;50.00;907;33;35.61;26.46
89723;2.51;56.32;895;23;29.50;30.84
89724;1.09;54.42;725;8;20.55;29.38
89725;1.71;53.84;1034;18;30.56;33.95
89726;1.89;50.04;675;13;29.33;31.41
89727;1.02;52.69;872;9;28.78;30.39
89728;2.06;54.59;524;11;27.10;28.82
89729;2.61;54.64;373;10;25.47;29.49
89730;0.95;45.30;415;4;30.60;31.81
89731;2.62;37.93;335;9;30.15;28.36
89732;2.42;48.78;645;16;33.33;29.15
89733;5.62;49.10;386;23;32.64;29.02
89734;3.06;41.86;349;11;22.92;28.37
89735;1.63;44.45;662;11;27.19;23.56
89736;3.19;38.27;425;14;30.12;27.06
89737;1.30;36.30;531;7;32.77;25.42
89738;2.06;45.76;808;17;26.73;30.69
89739;1.40;55.39;917;13;23.66;29.55
89740;1.72;53.81;1201;21;28.64;29.64
89741;0.83;57.75;957;8;24.97;28.53
89742;0.80;57.93;989;8;25.48;32.86
89743;1.52;49.03;323;5;24.77;32.82
89744;1.27;55.75;1091;14;28.87;33.09
89745;2.48;51.67;904;23;28.54;26.22
89746;0.84;55.75;947;8;25.77;30.52
89747;1.07;55.76;833;9;21.49;31.21
89748;2.28;56.13;729;17;28.40;27.30
89749;1.61;60.24;1042;17;23.42;29.94
89750;1.72;49.53;514;9;22.37;30.74
89751;2.53;56.11;810;21;28.89;32.35
89752;2.20;55.13;1067;24;25.68;34.68
89753;2.52;54.18;966;25;32.51;25.78
89754;2.04;56.77;1150;24;29.65;29.83
89755;1.43;54.89;1106;16;25.68;34.00
89756;0.75;59.58;790;6;25.70;29.49
89757;1.04;46.88;573;6;28.62;29.67
89758;1.72;54.48;1141;20;30.15;26.99
89759;2.08;57.74;1037;22;26.52;29.32
89760;1.64;48.73;661;11;30.11;28.14
89761;1.65;55.87;1016;17;33.17;31.50
89762;2.15;48.23;546;12;30.04;33.52
89763;1.75;57.60;841;15;27.94;30.44
89764;1.98;52.33;397;8;32.24;30.48
89765;1.36;46.43;795;11;33.21;31.70
89766;1.04;55.46;1045;11;27.94;28.23
89767;3.06;43.32;729;23;29.77;34.02
89768;14.29;27.33;78;13;34.62;20.51
89769;6.73;38.10;97;7;34.02;30.93
89770;15.54;43.96;163;30;11.66;47.85
89771;11.67;30.30;53;7;43.40;28.30
89772;10.00;15.62;9;1;55.56;22.22
89773;1.53;48.97;839;13;23.36;27.29
89774;0.98;54.30;706;7;23.51;28.47
89775;1.02;51.00;580;6;23.79;24.48
89776;2.19;60.60;671;15;21.91;29.06
89777;1.31;62.45;980;13;26.33;20.61
89778;0.56;70.05;1056;6;21.59;26.14
89779;1.21;66.59;898;11;23.27;29.40
89780;1.05;63.57;751;8;28.36;29.96
89781;1.43;57.54;967;14;24.30;26.78
89782;0.29;69.11;1042;3;21.02;27.93
89783;2.10;58.60;977;21;20.78;32.45
89784;2.41;57.18;1014;25;28.21;28.90
89785;0.65;56.28;770;5;23.77;33.12
89786;1.03;62.91;861;9;25.78;29.97
89787;1.85;59.14;794;15;28.34;30.98
89788;2.04;55.15;913;19;23.88;29.90
89789;0.75;61.75;798;6;25.31;32.71
89790;0.82;58.18;850;7;24.59;35.29
89791;2.25;51.05;738;17;26.96;27.91
89792;1.25;58.68;788;10;26.27;33.50
89793;1.06;55.14;929;10;30.03;29.82
89794;1.17;53.37;844;10;25.24;30.45
89795;1.58;60.56;1058;17;24.86;33.93
89796;0.20;65.61;1017;2;20.75;32.15
89797;2.26;53.39;777;18;26.64;28.57
89798;1.27;53.07;700;9;25.14;29.14
89799;1.50;56.60;790;12;27.59;27.59
89800;0.91;58.31;977;9;26.71;31.42
89801;1.53;62.48;774;12;20.93;31.01
89802;0.74;60.87;809;6;24.97;31.77
89803;0.00;69.43;822;0;18.61;32.97
89804;1.12;66.53;792;9;22.47;28.41
89805;1.80;47.36;1038;19;32.27;21.97
89806;0.85;58.35;700;6;24.57;29.14
89807;1.99;53.70;640;13;29.22;25.94
89808;3.57;54.40;513;19;19.69;35.28
89809;1.79;56.38;768;14;23.83;34.38
89810;1.58;65.22;812;13;21.06;26.72
89811;0.62;42.13;484;3;24.79;28.10
89812;1.54;51.57;1086;17;32.23;24.77
89813;2.33;59.58;1133;27;24.62;26.74
89814;1.52;59.98;971;15;20.49;26.98
89815;0.87;58.23;908;8;25.66;23.02
89816;2.11;62.53;1158;25;19.34;25.82
89817;1.34;56.73;886;12;20.99;32.73
89818;1.66;61.51;1125;19;26.22;27.20
89819;1.21;57.11;976;12;21.72;21.93
89820;1.36;64.46;1018;14;22.59;23.38
89821;1.31;52.32;756;10;26.59;27.78
89822;0.65;60.21;914;6;28.67;25.38
89823;1.47;49.64;737;11;26.19;30.80
89824;0.90;62.05;773;7;24.71;27.55
89825;0.99;55.94;802;8;28.05;24.19
89826;2.64;55.90;701;19;29.24;27.96
89827;1.05;61.04;845;9;22.13;29.70
89828;1.92;64.39;970;19;21.65;29.07
89829;1.75;56.13;675;12;24.00;30.22
89830;1.43;56.89;895;13;22.46;30.17
89831;0.98;64.26;705;7;22.84;35.74
89832;1.69;55.64;582;10;21.31;27.32
89833;1.15;51.95;857;10;24.15;30.11
89834;1.04;54.49;853;9;26.03;30.60
89835;1.47;55.81;672;10;26.19;30.95
89836;0.93;41.75;426;4;25.82;27.70
89837;1.36;46.71;581;8;26.33;24.27
89838;1.82;45.19;539;10;30.61;24.30
89839;2.32;43.89;463;11;27.00;26.35
89840;1.77;38.62;555;10;25.59;25.23
89841;2.03;55.17;867;18;22.72;28.60
89842;1.42;57.56;904;13;30.09;30.53
89843;1.08;61.88;1100;12;27.09;28.45
89844;1.51;60.78;980;15;29.39;24.29
89845;3.33;46.15;29;1;34.48;34.48
89846;9.38;37.87;58;6;34.48;43.10
89847;5.14;27.09;166;9;28.92;30.12
89848;10.20;41.18;88;10;13.64;48.86
89849;2.43;53.81;1124;28;49.73;16.28
89850;1.85;63.47;1376;26;47.46;15.48
89851;1.47;56.14;1139;17;47.59;16.33
89852;2.48;53.07;1103;28;50.05;17.14
89853;2.35;62.31;1414;34;52.40;13.51
89854;1.19;61.89;1327;16;52.07;11.61
89855;2.34;52.83;292;7;48.63;9.25
89856;1.71;63.64;1094;19;62.61;8.50
89857;1.77;63.20;1333;24;43.81;16.58
89858;2.84;50.69;891;26;45.57;14.48
89859;1.17;60.18;675;8;50.22;10.52
89860;2.47;57.86;553;14;50.09;11.75
89861;1.39;57.34;1202;17;48.34;15.14
89862;3.12;53.00;994;32;49.70;12.78
89863;0.82;54.22;1084;9;45.66;17.16
89864;1.53;58.52;1285;20;50.74;14.32
89865;1.49;55.56;995;15;52.96;11.36
89866;1.36;55.04;942;13;52.02;12.85
89867;1.79;57.47;1152;21;46.53;14.41
89868;3.38;46.74;886;31;49.32;12.19
89869;1.06;67.20;837;9;41.58;20.55
89870;2.18;50.14;359;8;45.13;15.88
89871;1.68;52.63;1051;18;43.77;14.65
89872;2.29;56.14;1238;29;47.01;13.57
89873;2.53;54.99;1080;28;45.93;16.02
89874;1.81;57.99;976;18;48.05;14.96
89875;9.09;44.21;170;17;53.53;12.35
89876;25.00;54.05;30;10;70.00;16.67
89877;2.31;59.18;633;15;60.66;9.16
89878;4.50;47.48;467;22;58.24;10.49
89879;2.21;58.07;841;19;59.57;7.73
89880;4.48;54.34;490;23;71.63;8.37
89881;2.03;58.61;677;14;59.97;9.75
89882;2.45;52.87;638;16;56.58;8.78
89883;3.12;41.56;155;5;63.87;3.87
89884;1.32;60.06;374;5;54.55;15.24
89885;3.39;58.91;428;15;57.48;8.64
89886;3.12;52.20;310;10;47.74;6.77
89887;5.81;42.65;227;14;60.35;11.01
89888;3.71;56.10;363;14;39.39;11.02
89889;5.21;49.55;364;20;57.69;13.74
89890;3.90;43.87;320;13;54.69;6.56
89891;4.31;53.26;422;19;54.98;8.29
89892;4.13;45.92;302;13;58.28;12.25
89893;4.26;56.70;786;35;48.09;10.18
89894;4.78;54.64;617;31;56.08;7.29
89895;2.96;57.05;491;15;57.03;8.96
89896;4.34;48.84;706;32;58.07;7.93
89897;4.37;47.66;525;24;61.33;5.90
89898;1.75;49.94;392;7;55.87;9.69
89899;8.20;56.84;515;46;46.02;7.57
89900;3.33;58.64;610;21;45.08;8.03
89901;5.02;58.03;587;31;29.64;7.67
89902;7.04;55.21;251;19;35.46;8.37
89903;4.18;54.23;344;15;36.05;4.94
89904;8.41;47.45;196;18;57.65;11.22
89905;3.40;42.21;369;13;49.86;12.47
89906;3.12;62.12;715;23;47.41;14.69
89907;3.53;59.63;711;26;47.12;16.46
89908;5.15;51.44;645;35;52.09;7.44
89909;3.77;54.50;460;18;64.35;7.61
89910;4.07;50.62;236;10;61.44;10.59
89911;1.67;49.70;412;7;59.47;6.80
89912;2.97;48.11;816;25;61.27;6.37
89913;3.84;43.48;676;27;58.14;8.88
89914;3.72;43.06;388;15;52.32;9.54
89915;3.86;50.72;747;30;50.60;11.51
89916;2.55;55.13;801;21;47.94;11.36
89917;3.66;44.81;316;12;47.15;16.14
89918;3.24;52.24;746;25;49.73;13.27
89919;2.20;54.23;890;20;47.08;12.47
89920;34.29;62.50;23;12;60.87;30.43
89921;1.76;48.00;895;16;38.66;28.60
89922;1.98;50.94;794;16;30.73;33.00
89923;1.44;52.17;961;14;39.13;33.82
89924;1.78;52.65;830;15;35.54;33.13
89925;1.00;50.51;791;8;35.40;32.24
89926;1.40;51.01;844;12;40.28;27.84
89927;2.26;52.10;908;21;40.86;26.98
89928;2.91;46.22;867;26;38.41;26.53
89929;2.01;52.33;879;18;37.54;28.78
89930;3.57;37.00;648;24;39.81;28.09
