nrk;teryt;adres;lwug;lkw;lkwzu;lgnw;lgw;freq;pgnw
87563;060405;Środowiskowy Dom Samopomocy w Modryniu|Modryń| 65 |22-530 Mircze;854;311;311;32;279;36.42;10.29
87564;060405;Szkoła Podstawowa w Szychowicach|Szychowice|ul. Parkowa 39 |22-530 Mircze;430;143;143;9;134;33.26;6.29
87565;060405;Budynek byłej Szkoły Podstawowej w Małkowie|Małków| 39 |22-530 Mircze;400;138;138;7;131;34.50;5.07
87566;060405;Zespół Szkół w Kryłowie|Kryłów|ul. Hrubieszowska 4 |22-530 Mircze;825;366;366;5;361;44.36;1.37
87567;060405;Szkoła Podstawowa w Wiszniowie|Wiszniów| 61 |22-530 Mircze;441;142;142;9;133;32.20;6.34
87568;060405;Świetlica Wiejska w Starej Wsi|Stara Wieś| 97 |22-530 Mircze;520;179;182;5;174;34.42;2.79
87569;060405;Świetlica Wiejska w Mołożowie|Mołożów| 77a |22-530 Mircze;508;175;175;8;167;34.45;4.57
87570;060405;Gminny Ośrodek Kultury w Mirczu|Mircze|Kryłowska 18 |22-530 Mircze;638;226;226;8;218;35.42;3.54
87571;060405;Niepubliczny Zakład Opiekuńczo-Leczniczy "Droga Życia" w Smoligowie|Smoligów| 71 |22-530 Mircze;208;34;34;1;33;16.35;2.94
87572;060406;Gminny Ośrodek Kultury w Trzeszczanach|Trzeszczany Pierwsze| 194 |22-554 Trzeszczany;1199;483;483;14;469;40.28;2.90
87573;060406;Szkoła Podstawowa w Mołodiatyczach|Mołodiatycze| 86 |22-554 Trzeszczany;669;239;239;5;234;35.72;2.09
87574;060406;Szkoła Podstawowa w Nieledwi|Nieledew| 32 |22-554 Trzeszczany;1739;699;699;29;670;40.20;4.15
87575;060407;Gminny Ośrodek Kultury w Uchaniach|Uchanie|ul. Partyzantów 1 |22-510 Uchanie;990;417;417;13;404;42.12;3.12
87576;060407;Świetlica w Rozkoszówce|Rozkoszówka| 48 |22-510 Uchanie;597;210;210;19;191;35.18;9.05
87577;060407;Gimnazjum w Jarosławcu|Jarosławiec| 113 |22-510 Uchanie;457;154;154;1;153;33.70;0.65
87578;060407;Świetlica w Drohiczanach|Drohiczany| 45A |22-510 Uchanie;913;331;331;6;325;36.25;1.81
87579;060407;Szkoła Podstawowa w Teratynie|Teratyn| 127 |22-510 Uchanie;1053;441;441;22;419;41.88;4.99
87580;060408;Gminny Ośrodek Kultury|Werbkowice|ul. Piłsudskiego Józefa 2 |22-550 Werbkowice;1252;545;545;27;518;43.53;4.95
87581;060408;Zespół Szkół|Werbkowice|ul. Jana Pawła II 17 |22-550 Werbkowice;1190;595;595;16;579;50.00;2.69
87582;060408;Szkoła Podstawowa|Podhorce| 110 |22-550 Werbkowice;600;244;244;14;230;40.67;5.74
87583;060408;Szkoła Podstawowa|Gozdów| 141 |22-550 Werbkowice;875;364;364;8;356;41.60;2.20
87584;060408;Szkoła Podstawowa|Hostynne-Kolonia| 30 |22-550 Werbkowice;967;386;386;22;364;39.92;5.70
87585;060408;Szkoła Podstawowa|Malice| 37 |22-550 Werbkowice;587;217;217;10;207;36.97;4.61
87586;060408;Szkoła Podstawowa|Terebiń| 75 |22-550 Werbkowice;872;309;309;4;305;35.44;1.29
87587;060408;Szkoła Podstawowa|Honiatycze| 104 |22-550 Werbkowice;472;166;166;10;156;35.17;6.02
87588;060408;Wiejski Dom Kultury|Turkowice| 78 |22-546 Turkowice;595;200;200;8;192;33.61;4.00
87589;060408;Zespół Szkół|Sahryń| 62 |22-546 Turkowice;602;184;184;8;176;30.56;4.35
87590;060501;Publiczna Szkoła Podstawowa w Aleksandrówce|Aleksandrówka| 28 |23-320 Batorz;418;294;294;4;290;70.33;1.36
87591;060501;Zespół Szkół w Batorzu|Batorz Pierwszy| 80 |23-320 Batorz;1039;566;566;5;561;54.48;0.88
87592;060501;Zespół Szkół w Błażku|Błażek| 196 |23-320 Batorz;770;380;380;7;373;49.35;1.84
87593;060501;Remiza Ochotniczej Straży Pożarnej w Stawcach|Stawce| 61 |23-320 Batorz;511;217;217;10;207;42.47;4.61
87594;060502;Publiczna Szkoła Podstawowa w Chrzanowie|Chrzanów Pierwszy| 81 |23-305 Chrzanów;749;475;475;2;473;63.42;0.42
87595;060502;Urząd Gminy Chrzanów (sala narad)|Chrzanów Trzeci| 112 |23-305 Chrzanów;570;360;360;12;348;63.16;3.33
87596;060502;Publiczna Szkoła Podstawowa w Ładzie|Łada| 118 |23-305 Chrzanów;690;366;366;6;360;53.04;1.64
87597;060502;Publiczna Szkoła Podstawowa w Otroczu|Otrocz| 32 |23-305 Chrzanów;451;255;255;7;248;56.54;2.75
87598;060503;Zespół Szkół w Dzwoli|Dzwola| 121B |23-304 Dzwola;1123;613;613;16;597;54.59;2.61
87599;060503;Zespół Szkół w Krzemieniu|Krzemień Pierwszy| 192 |23-304 Dzwola;1463;710;710;17;693;48.53;2.39
87600;060503;Publiczna Szkoła Podstawowa w Branwi|Branew Szlachecka| 19 |23-304 Dzwola;673;389;389;6;383;57.80;1.54
87601;060503;Zespół Szkół w Kocudzy|Kocudza Pierwsza| 29 |23-304 Dzwola;1633;869;869;13;856;53.21;1.50
87602;060503;Remiza OSP w Zdzisławicach|Zdzisławice| 51 |23-304 Dzwola;421;215;215;5;210;51.07;2.33
87603;060504;Gminne Centrum Kultury i Promocji w Godziszowie|Godziszów, Godziszów Trzeci| 124a |23-302 Godziszów;1670;1039;1039;21;1018;62.22;2.02
87604;060504;Publiczna Szkoła Podstawowa w Andrzejowie|Andrzejów| 163 |23-302 Godziszów;525;325;325;5;320;61.90;1.54
87605;060504;Publiczna Szkoła Podstawowa w Piłatce|Piłatka| 84 |23-302 Godziszów;260;177;177;3;174;68.08;1.69
87606;060504;Gminne Centrum Kultury i Promocji w Godziszowie oddział w Zdziłowicach|Zdziłowice, Zdziłowice Drugie| 109 |23-306 Zdziłowice;1215;824;824;15;809;67.82;1.82
87607;060504;Zespół Szkół w Wólce Ratajskiej|Wólka Ratajska| 146 |23-302 Godziszów;1164;804;804;8;796;69.07;1.00
87608;060505;Komenda Powiatowa Państwowej Straży Pożarnej|Janów Lubelski|ul. Piłsudskiego 56 |23-300 Janów Lubelski;1947;1063;1063;16;1047;54.60;1.51
87609;060505;Zespół Szkół Zawodowych|Janów Lubelski|ul. Ogrodowa 20 |23-300 Janów Lubelski;1570;755;755;19;736;48.09;2.52
87610;060505;Ośrodek Pomocy Społecznej|Janów Lubelski|ul. Bohaterów Porytowego Wzgórza 23 |23-300 Janów Lubelski;1788;1025;1025;6;1019;57.33;0.59
87611;060505;Dom Pomocy Społecznej|Janów Lubelski|ul. Wiejska 12 |23-300 Janów Lubelski;1557;764;764;18;746;49.07;2.36
87612;060505;Liceum Ogólnokształcące im. Bohaterów Porytowego Wzgórza|Janów Lubelski|ul. Jana Pawła II 1 |23-300 Janów Lubelski;1794;1051;1051;9;1042;58.58;0.86
87613;060505;Gminna Spółdzielnia "Samopomoc Chłopska"|Janów Lubelski|ul. Lubelska 1 |23-300 Janów Lubelski;1956;1030;1030;20;1010;52.66;1.94
87614;060505;Szkoła Podstawowa w Łążku Ordynackim|Łążek Ordynacki| 205 |23-300 Janów Lubelski;412;151;151;5;146;36.65;3.31
87615;060505;Zespół Szkół w Białej Drugiej|Biała Druga| 142 |23-300 Janów Lubelski;1185;686;686;3;683;57.89;0.44
87616;060505;Publiczna Szkoła Podstawowa w Momotach Górnych|Momoty Górne| 23 |23-300 Janów Lubelski;815;388;388;6;382;47.61;1.55
87617;060505;Samodzielny Publiczny Zespół Zakładów Opieki Zdrowotnej|Janów Lubelski|Zamoyskiego 149 |23-300 Janów Lubelski;250;63;63;7;56;25.20;11.11
87618;060505;Niepubliczny Zakład Pielęgnacyjno - Opiekuńczy|Janów Lubelski|Zamoyskiego 77 |23-300 Janów Lubelski;60;9;9;0;9;15.00;0.00
87619;060506;Zespół Szkół|Modliborzyce|ul. Ogrodowa 2 |23-310 Modliborzyce;1482;767;767;34;733;51.75;4.43
87620;060506;Gminny Ośrodek Kultury|Modliborzyce|ul. Zamkowa 1 |23-310 Modliborzyce;1232;583;583;19;564;47.32;3.26
87621;060506;Remiza OSP|Zarajec| 51 |23-310 Modliborzyce;380;182;182;8;174;47.89;4.40
87622;060506;Szkoła Podstawowa|Wolica Pierwsza| 32 |23-310 Modliborzyce;417;153;153;4;149;36.69;2.61
87623;060506;Zespół Placówek Oświatowych|Stojeszyn Pierwszy| 5 |23-310 Modliborzyce;882;390;390;11;379;44.22;2.82
87624;060506;Remiza OSP|Wierzchowiska Pierwsze| 153 |23-310 Modliborzyce;1414;625;625;19;606;44.20;3.04
87625;060507;Zespół Szkół w Potoku Wielkim|Potok Wielki| 104 |23-313 Potok Wielki;1518;625;625;21;604;41.17;3.36
87626;060507;Zespół Szkół w Potoku-Stanach|Potok-Stany| 63 |23-313 Potok Wielki;1328;613;613;25;588;46.16;4.08
87627;060507;Zespół Szkół w Potoczku|Potoczek| 42 |23-313 Potok Wielki;1038;420;420;14;406;40.46;3.33
87628;060601;Zespół Szkół nr 5|Krasnystaw|ul. Mostowa 14 |22-300 Krasnystaw;0;0;0;0;0;-99;-99
87629;060601;Zespół Szkół nr 5|Krasnystaw|ul. Mostowa 14 |22-300 Krasnystaw;1290;567;567;13;554;43.95;2.29
87630;060601;Strażnica OSP Zastawie|Krasnystaw|ul. Stokowa 74a |22-300 Krasnystaw;795;310;310;8;302;38.99;2.58
87631;060601;Specjalny Ośrodek Szkolno-Wychowawczy|Krasnystaw|ul. PCK 2 |22-300 Krasnystaw;839;366;366;6;360;43.62;1.64
87632;060601;Okręgowa Spółdzielnia Mleczarska|Krasnystaw|ul. Borowa 4 |22-300 Krasnystaw;1051;512;512;8;504;48.72;1.56
87633;060601;Zespół Szkół nr 4|Krasnystaw|ul. Marszałka Piłsudskiego 21 |22-300 Krasnystaw;930;460;460;8;452;49.46;1.74
87634;060601;Zespół Szkół Nr 1|Krasnystaw|ul. Poniatowskiego 37 |22-300 Krasnystaw;1097;536;536;7;529;48.86;1.31
87635;060601;Zespół Szkół Nr 1|Krasnystaw|ul. Poniatowskiego 37 |22-300 Krasnystaw;829;499;499;3;496;60.19;0.60
87636;060601;Krasnostawski Dom Kultury|Krasnystaw|ul. Okrzei 10 |22-300 Krasnystaw;1101;547;549;19;528;49.68;3.47
87637;060601;Krasnostawski Dom Kultury|Krasnystaw|ul. Okrzei 10 |22-300 Krasnystaw;976;422;422;9;413;43.24;2.13
87638;060601;Miejska Biblioteka Publiczna|Krasnystaw|ul. Okrzei 23 |22-300 Krasnystaw;1273;635;635;11;624;49.88;1.73
87639;060601;Miejska Biblioteka Publiczna|Krasnystaw|ul. Okrzei 23 |22-300 Krasnystaw;957;431;431;19;412;45.04;4.41
87640;060601;Przedszkole nr 8|Krasnystaw|ul. Tokarzewskiego 49 |22-300 Krasnystaw;1279;614;614;8;606;48.01;1.30
87641;060601;Zespół Szkół Społecznych|Krasnystaw|ul. Odrodzenia 45 |22-300 Krasnystaw;1321;702;702;7;695;53.14;1.00
87642;060601;Zespół Szkół nr 4|Krasnystaw|Marszałka Piłsudskiego 21 |22-300 Krasnystaw;934;446;446;12;434;47.75;2.69
87643;060601;Szpital SP ZOZ|Krasnystaw|Głowackiego 3 |22-300 Krasnystaw;168;77;77;4;73;45.83;5.19
87644;060601;Areszt Śledczy|Krasnystaw|Poniatowskiego 27 |22-300 Krasnystaw;239;82;82;11;71;34.31;13.41
87645;060601;Dom Pomocy Społecznej|Krasnystaw|Kwiatowa 1 |22-300 Krasnystaw;143;47;47;22;25;32.87;46.81
87646;060602;Świetlica wiejska|Fajsławice| 107 |21-060 Fajsławice;1162;531;531;17;514;45.70;3.20
87647;060602;Remiza OSP|Suchodoły| 105 |21-060 Fajsławice;760;349;349;4;345;45.92;1.15
87648;060602;Zespół Dworsko-Parkowy|Siedliska Pierwsze| 123 |21-060 Fajsławice;332;155;155;5;150;46.69;3.23
87649;060602;Zespół Szkół|Siedliska Drugie| 190 |21-060 Fajsławice;673;341;341;11;330;50.67;3.23
87650;060602;Publiczna Szkoła Podstawowa|Boniewo| 43 |21-060 Fajsławice;396;185;185;4;181;46.72;2.16
87651;060602;Remiza OSP|Wola Idzikowska| 42 |21-060 Fajsławice;572;291;291;8;283;50.87;2.75
87652;060603;Centrum Społeczno-Kulturalne|Gorzków-Osada|Nadrzeczna 4 |22-315 Gorzków;1009;419;419;10;409;41.53;2.39
87653;060603;Remiza OSP|Orchowiec| 180 |22-315 Gorzków;529;193;193;5;188;36.48;2.59
87654;060603;Budynek po byłej szkole|Wielkopole| 80 |22-315 Gorzków;463;195;195;9;186;42.12;4.62
87655;060603;Remiza OSP|Piaski Szlacheckie| 25A |22-315 Gorzków;275;95;95;5;90;34.55;5.26
87656;060603;Remiza OSP|Borów| 114 |22-315 Gorzków;459;189;189;7;182;41.18;3.70
87657;060603;Remiza OSP|Antoniówka| 38 |22-315 Gorzków;114;55;55;2;53;48.25;3.64
87658;060603;Budynek po byłej szkole|Baranica| 22 |22-315 Gorzków;95;44;44;0;44;46.32;0.00
87659;060603;Budynek po byłej szkole|Bobrowe| 81 |22-315 Gorzków;169;74;74;1;73;43.79;1.35
87660;060604;Izbica, Budynek Urzedu Gminy|Izbica-Wieś|Gminna 4 |22-375 Izbica;1539;607;607;22;585;39.44;3.62
87661;060604;Wólka Orłowska Wiejski Dom Kultury|Wólka Orłowska| 133 |22-375 Izbica;589;240;240;8;232;40.75;3.33
87662;060604;Orłów Drewniany Zespół Szkół|Orłów Drewniany| 60A |22-375 Izbica;683;248;248;13;235;36.31;5.24
87663;060604;Stryjów Strażnica OSP|Stryjów| 176 |22-375 Izbica;698;273;273;9;264;39.11;3.30
87664;060604;Tarnogóra Samorządowy Ośrodek Kultury i Sportu|Tarnogóra|Krakowskie Przedmieście 72 |22-375 Izbica;917;380;380;16;364;41.44;4.21
87665;060604;Tarnogóra-Kolonia Szkoła Podstawowa|Tarnogóra-Kolonia| 72 |22-375 Izbica;569;237;237;12;225;41.65;5.06
87666;060604;Tarzymiechy Pierwsze Szkoła Podstawowa|Tarzymiechy Pierwsze| 72 |22-375 Izbica;752;334;334;7;327;44.41;2.10
87667;060604;Wirkowice Drugie Szkoła Podstawowa|Wirkowice Drugie| 20 |22-375 ;814;294;294;15;279;36.12;5.10
87668;060604;Dworzyska Strażnica OSP|Dworzyska| 60 |22-375 Izbica;459;184;184;4;180;40.09;2.17
87669;060605;Zakład Handlowo- Produkcyjny Stado Ogierów Białka w Białce|Białka| 6 |22-300 Krasnystaw;353;116;116;6;110;32.86;5.17
87670;060605;Wiejski Dom Kultury w Niemienicach|Niemienice| 57 |22-300 Krasnystaw;298;133;133;4;129;44.63;3.01
87671;060605;Zespół Nr 3 Przedszkola, Szkoły Podstawowej i Gimnazjum w Krasnymstawie|Krasnystaw|Krakowskie Przedmieście 38 |22-300 Krasnystaw;350;136;136;2;134;38.86;1.47
87672;060605;Szkoła Podstawowa w Jaślikowie|Jaślików| 31 |22-300 Krasnystaw;449;208;208;11;197;46.33;5.29
87673;060605;Gimnazjum Nr 2 w Zakręciu|Zakręcie| 124D |22-300 Krasnystaw;394;172;172;2;170;43.65;1.16
87674;060605;Punkt Przedszkolny w Stężycy Kolonii|Stężyca Kolonia| 85 |22-300 Krasnystaw;565;213;213;9;204;37.70;4.23
87675;060605;Remiza OSP w Latyczowie|Latyczów| 143 |22-300 Krasnystaw;493;230;230;6;224;46.65;2.61
87676;060605;Zespół Nr 5 Gimnazjum i Szkoły Podstawowej w Krupem|Krupe| 89 |22-302 Siennica Nadolna;581;213;213;5;208;36.66;2.35
87677;060605;Remiza OSP w Czarnoziemi|Czarnoziem| 36 |22-302 Siennica Nadolna;256;110;110;5;105;42.97;4.55
87678;060605;Remiza OSP w Ostrowie Krupskim|Ostrów Krupski| 56 |22-302 Siennica Nadolna;234;79;79;1;78;33.76;1.27
87679;060605;Wiejski Dom Kultury w Bzitem|Bzite| 127A |22-302 Siennica Nadolna;404;152;152;6;146;37.62;3.95
87680;060605;Świetlica Wiejska w Wincentowie|Wincentów| 3 |22-302 Siennica Nadolna;216;93;93;0;93;43.06;0.00
87681;060605;Zespół Nr 1 Gimnazjum i Szkoły Podstawowej w Siennicy Nadolnej|Siennica Nadolna| 79a |22-302 Siennica Nadolna;652;269;269;4;265;41.26;1.49
87682;060605;Gminne Centrum Kultury w Krasnymstawie z siedzibą w Siennicy Nadolnej|Siennica Nadolna| 15D |22-302 Siennica Nadolna;580;280;280;4;276;48.28;1.43
87683;060605;Wiejski Dom Kultury w Siennicy Nadolnej|Siennica Nadolna| 217 |22-302 Siennica Nadolna;452;198;198;4;194;43.81;2.02
87684;060605;Zespół Nr 4 Gimnazjum i Szkoły Podstawowej w Małochwieju Dużym|Małochwiej Duży| 82 |22-300 Krasnystaw;505;220;220;6;214;43.56;2.73
87685;060605;Wiejski Dom Kultury w Małochwieju Małym|Małochwiej Mały| 32 |22-300 Krasnystaw;260;120;120;6;114;46.15;5.00
87686;060605;Dom Ludowy w Łanach|Łany| 4 |22-300 Krasnystaw;216;92;92;0;92;42.59;0.00
87687;060605;Dom Pomocy Społecznej w Krasnymstawie Filia w Stężycy Nadwieprzańskiej|Stężyca Nadwieprzańska| 10 |22-300 Krasnystaw;27;23;23;0;23;85.19;0.00
87688;060606;Bończa 85A - Remiza OSP|Bończa| 85A |22-310 Kraśniczyn;373;118;118;8;110;31.64;6.78
87689;060606;Kraśniczyn - Urząd Gminy|Kraśniczyn|Kościuszki 21 |22-310 Kraśniczyn;1121;405;405;17;388;36.13;4.20
87690;060606;Żułów 13 DPS|Żułów| 13 |22-310 Kraśniczyn;193;112;112;1;111;58.03;0.89
87691;060606;Drewniki 27 - Remiza OSP|Drewniki| 27 |22-310 Kraśniczyn;160;57;57;0;57;35.62;0.00
87692;060606;Olszanka 25A - Remiza OSP|Olszanka| 25A |22-310 Kraśniczyn;206;51;51;3;48;24.76;5.88
87693;060606;Czajki 53 - Remiza OSP|Czajki| 53 |22-310 Kraśniczyn;265;100;100;4;96;37.74;4.00
87694;060606;Surhów 1 - Szkoła Podstawowa|Surhów| 1 |22-310 Kraśniczyn;695;259;259;3;256;37.27;1.16
87695;060606;Chełmiec 50 - Remiza OSP|Chełmiec| 50 |22-310 Kraśniczyn;137;71;71;2;69;51.82;2.82
87696;060606;Łukaszówka 18 - Remiza OSP|Łukaszówka| 18 |22-310 Kraśniczyn;67;28;28;1;27;41.79;3.57
87697;060606;Bończa – Kolonia 71 DPS|Bończa – Kolonia| 71 |22-310 Kraśniczyn;70;54;54;4;50;77.14;7.41
87698;060606;Surhów – Kolonia 3 DPS|Surhów– Kolonia| 3 |22-310 Kraśniczyn;36;17;17;4;13;47.22;23.53
87699;060607;Budynek biblioteki|Łopiennik Górny| 1C |22-351 Łopiennik Górny;1457;608;608;18;590;41.73;2.96
87700;060607;Remiza OSP|Krzywe| 101 |22-351 Łopiennik Górny;533;186;186;7;179;34.90;3.76
87701;060607;Budynek szkoły|Łopiennik Dolny| 56 |22-351 Łopiennik Górny;762;340;340;12;328;44.62;3.53
87702;060607;Budynek szkoły|Żulin| 116 |22-351 Łopiennik Górny;660;181;181;12;169;27.42;6.63
87703;060609;Budynek świetlicy wiejskiej w Suszniu|Suszeń| 5A |22-330 Rudnik;380;136;136;0;136;35.79;0.00
87704;060609;Sala Gimnastyczna w Rudniku|Rudnik| 70 |22-330 Rudnik;881;332;332;8;324;37.68;2.41
87705;060609;Budynek byłej Szkoły Podstawowej|Wierzbica| 24 |22-330 Rudnik;627;204;204;6;198;32.54;2.94
87706;060609;Szkoła Podstawowa|Płonka| 70 |22-330 Rudnik;449;178;178;3;175;39.64;1.69
87707;060609;Dom Pomocy Społecznej|Bzowiec| 134 |22-335 Żółkiewka;366;159;159;5;154;43.44;3.14
87708;060610;Remiza OSP|Siennica Królewska Duża| 97 |22-304 Siennica Różana;593;284;284;4;280;47.89;1.41
87709;060610;Sala Gimnastyczna Zespolu Szkół|Siennica Różana| 257 |22-304 Siennica Różana;1215;558;558;15;543;45.93;2.69
87710;060610;Remiza OSP|Wola Siennicka| 75 |22-304 Siennica Różana;645;290;290;6;284;44.96;2.07
87711;060610;Biurowiec RSP Zagroda|Zagroda| 135 |22-304 Siennica Różana;686;286;286;14;272;41.69;4.90
87712;060610;Remiza OSP|Wierzchowiny| 61a |22-304 Siennica Różana;329;131;131;4;127;39.82;3.05
87713;060611;Budynek Szkoły|Olchowiec| 54 |22-335 Żółkiewka;675;237;237;5;232;35.11;2.11
87714;060611;Urząd Gminy|Żółkiewka|Hetmana Żółkiewskiego 2 |22-335 Żółkiewka;1153;522;522;20;502;45.27;3.83
87715;060611;Hala sportowa|Żółkiewka|Polna 24 |22-335 Żółkiewka;705;278;278;11;267;39.43;3.96
87716;060611;Remiza OSP|Dąbie| 43 |22-335 Żółkiewka;195;100;100;1;99;51.28;1.00
87717;060611;Remiza OSP|Rożki| 39 |22-335 Żółkiewka;614;181;181;6;175;29.48;3.31
87718;060611;Remiza OSP|Koszarsko| 31A |22-335 Żółkiewka;467;208;208;8;200;44.54;3.85
87719;060611;Remiza OSP|Wierzchowina| 162 |22-335 Żółkiewka;450;180;180;4;176;40.00;2.22
87720;060611;Remiza OSP|Chłaniów| 137 |22-335 Żółkiewka;553;276;276;6;270;49.91;2.17
87721;060701;Centrum Kultury i Promocji|Kraśnik|Niepodległości 44 |23-204 Kraśnik;749;337;337;10;327;44.99;2.97
87722;060701;Publiczna Szkoła Podstawowa Nr 5|Kraśnik|Niepodległości 54 |23-204 Kraśnik;1032;561;561;15;546;54.36;2.67
87723;060701;Zespół Szkół Nr 2|Kraśnik|Gen. Sikorskiego 25 |23-204 Kraśnik;1587;720;720;28;692;45.37;3.89
87724;060701;Filia Nr 1 Miejskiej Biblioteki Publicznej|Kraśnik|Ks. Zielińskiego 3 |23-204 Kraśnik;1843;1029;1029;27;1002;55.83;2.62
87725;060701;Publiczne Gimnazjum Nr 1|Kraśnik|Ks. Popiełuszki 1 |23-204 Kraśnik;1944;1062;1062;35;1027;54.63;3.30
87726;060701;Przedszkole Miejskie Nr 2|Kraśnik|Matejki 1 |23-204 Kraśnik;1159;501;501;27;474;43.23;5.39
87727;060701;Zespół Szkół Nr 3|Kraśnik|Słowackiego 7 |23-204 Kraśnik;1865;1133;1133;15;1118;60.75;1.32
87728;060701;Integracyjne Przedszkole Publiczne Nr 3|Kraśnik|Balladyny 8 |23-204 Kraśnik;1769;1010;1010;20;990;57.09;1.98
87729;060701;Społeczna Szkoła Podstawowa|Kraśnik|Szpitalna 1A |23-204 Kraśnik;1127;603;603;14;589;53.50;2.32
87730;060701;Publiczna Szkoła Podstawowa Nr 6|Kraśnik|Grunwaldzka 2 |23-204 Kraśnik;1693;899;899;37;862;53.10;4.12
87731;060701;Centrum Kultury i Promocji|Kraśnik|Niepodległości 44 |23-204 Kraśnik;1013;506;506;10;496;49.95;1.98
87732;060701;Szkoła Podstawowa Nr 3|Kraśnik|Urzędowska 435 |23-200 Kraśnik;1089;509;509;7;502;46.74;1.38
87733;060701;Filia Nr 2 Miejskiej Biblioteki Publicznej|Kraśnik|Piaskowa 20 |23-200 Kraśnik;1579;807;807;17;790;51.11;2.11
87734;060701;Urząd Stanu Cywilnego|Kraśnik|Urzędowska 34 |23-200 Kraśnik;1842;937;937;24;913;50.87;2.56
87735;060701;Przedszkole Miejskie Nr 5|Kraśnik|Koszarowa 10A |23-200 Kraśnik;1702;896;896;12;884;52.64;1.34
87736;060701;Publiczne Gimnazjum Nr 2|Kraśnik|Urzędowska 10 |23-204 Kraśnik;891;496;496;13;483;55.67;2.62
87737;060701;Publiczne Gimnazjum Nr 2|Kraśnik|Urzędowska 10 |23-204 Kraśnik;1563;767;767;24;743;49.07;3.13
87738;060701;Szkoła Podstawowa Nr 4|Kraśnik|Kolejowa 28 |23-200 Kraśnik;975;518;518;19;499;53.13;3.67
87739;060701;Ochotnicza Straż Pożarna|Kraśnik|Narutowicza 49 |23-200 Kraśnik;1208;598;598;14;584;49.50;2.34
87740;060701;Dom Pomocy Społecznej|Kraśnik|Oboźna 36 |23-200 Kraśnik;934;465;465;18;447;49.79;3.87
87741;060701;Publiczna Szkoła Podstawowa Nr 1|Kraśnik|Kościuszki 23 |23-200 Kraśnik;1066;526;526;14;512;49.34;2.66
87742;060701;Szpital Powiatowy w Kraśniku|Kraśnik|Chopina 13 |23-200 Kraśnik;214;41;41;5;36;19.16;12.20
87743;060701;Szpital Powiatowy w Kraśniku|Kraśnik|Aleja Niepodległości 25 |23-204 Kraśnik;65;25;25;0;25;38.46;0.00
87744;060702;Miejski Zespół Szkół w Annopolu|Annopol|ul. Kościuszki 8 |23-235 Annopol;1474;681;681;32;649;46.20;4.70
87745;060702;Remiza OSP Nowy Rachów|Nowy Rachów| 57 |23-235 Annopol;304;93;93;7;86;30.59;7.53
87746;060702;Publiczna Szkoła Podstawowa w Opoce Dużej|Opoka Duża| 5 |23-235 Annopol;867;320;320;20;300;36.91;6.25
87747;060702;Publiczna Szkoła Podstawowa w Grabówce|Grabówka| 67 |23-235 Annopol;778;274;274;22;252;35.22;8.03
87748;060702;Publiczna Szkoła Podstawowa w Świeciechowie Dużym|Świeciechów Duży| 204 |23-235 Annopol;1147;469;469;19;450;40.89;4.05
87749;060702;Publiczna Szkoła Podstawowa w Kosinie|Kosin| 22 |23-235 Annopol;501;196;196;15;181;39.12;7.65
87750;060702;Publiczna Szkoła Podstawowa w Janiszowie|Janiszów| 32 |23-235 Annopol;450;188;188;11;177;41.78;5.85
87751;060702;Publiczna Szkoła Podstawowa w Borowie|Borów| 32 |23-235 Annopol;379;178;178;6;172;46.97;3.37
87752;060702;Publiczna Szkoła Podstawowa w Dąbrowie|Dąbrowa| 91 |23-235 Annopol;400;175;175;10;165;43.75;5.71
87753;060702;Miejski Zespół Szkół w Annopolu|Annopol|ul. Kościuszki 8 |23-235 Annopol;962;394;394;19;375;40.96;4.82
87754;060703;Zespół Placówek Oświatowych w Terpentynie|Terpentyna| 182 |23-251 Dzierzkowice;1016;505;505;14;491;49.70;2.77
87755;060703;Filia Szkoły Podstawowej w Terpentynie|Dzierzkowice-Wola| 184B |23-251 Dzierzkowice;698;266;266;5;261;38.11;1.88
87756;060703;Publiczna Szkoła Podstawowa w Ludmiłówce|Ludmiłówka| 33 |23-251 Dzierzkowice;447;199;199;8;191;44.52;4.02
87757;060703;Szkoła Podstawowa w Wyżnicy|Wyżnica| 33 |23-251 Dzierzkowice;1232;570;570;19;551;46.27;3.33
87758;060703;Dom Ludowy|Dzierzkowice-Zastawie| 174 |23-251 Dzierzkowice;400;219;219;5;214;54.75;2.28
87759;060703;Klub Rolnika|Dzierzkowice-Podwody| 83 |23-251 Dzierzkowice;548;252;252;10;242;45.99;3.97
